DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,2012-2013 OVERALL GRADE,2012-2013 OVERALL SCORE,2012-13 OVERALL PERCENTILE,2012-2013 PROGRESS CATEGORY SCORE,2012-2013 PROGRESS GRADE,2012-2013 PERFORMANCE CATEGORY SCORE,"2012-2013
PERFORMANCE GRADE",2012-2013 ENVIRONMENT CATEGORY SCORE,2012-2013 ENVIRONMENT GRADE,2012-2013 COLLEGE AND CAREER READINESS SCORE,2012-2013 COLLEGE AND CAREER READINESS GRADE,2012-2013 ADDITIONAL CREDIT,2011-12 PROGRESS REPORT GRADE,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
03M494,3,High School of Arts and Technology,Anne Geiger,HS,High School,C,52.5,22.2,27,C,10.8,C,7.4,C,4,C,3.3,C,C,B
19K311,19,Essence School,Claudy Makelele,EMS,Middle,C,52.7,38.2,29.4,B,12.2,B,7.3,C,0,0,3.8,C,C,B
02M374,2,Gramercy Arts High School,Denise Dicarlo,HS,High School,C,54.8,26,27,C,12.5,B,7.9,C,4.1,C,3.3,C,C,B
31R055,31,P.S. 055 Henry M. Boehm,Sharon Fishman,EMS,Elementary,C,23.5,1,12.1,F,6.9,D,2.5,D,0,0,2,C,C,C
28Q896,28,"Young Women's Leadership School, Queens",Avionne Gumbs,EMS,Middle,C,32,4.8,14.1,D,12,B,4,F,0,0,1.9,C,C,C
11X175,11,P.S. 175 City Island,Amy Lipson,EMS,K-8,C,37.1,6.1,19,C,9.2,C,6.8,C,0,0,2.1,C,C,C
27Q210,27,J.H.S. 210 Elizabeth Blackwell,Rosalyn Allman-Manning,EMS,Middle,C,37.1,9.3,14.9,D,12.2,B,6.4,C,0,0,3.6,C,C,C
08X301,8,M.S. 301 Paul L. Dunbar,Benjamin Basile,EMS,Middle,C,37.5,9.8,19.8,C,8,C,6.6,C,0,0,3.1,C,C,C
08X140,8,P.S. X140 The Eagle School,Paul Cannon,EMS,Elementary,C,38.3,13.1,25.4,C,6.1,D,4.4,C,0,0,2.4,C,C,C
31R003,31,P.S. 003 The Margaret Gioiosa School,Judith Wilson,EMS,Elementary,C,38.7,14.4,21.7,C,11.3,B,3.9,C,0,0,1.8,C,C,C
22K381,22,I. S. 381,Mary Harrington,EMS,Middle,C,39.3,11,17.2,C,10.4,C,8.3,C,0,0,3.3,C,C,C
16K309,16,P.S. 309 The George E. Wibecan Preparatory Acade,Nicole Perry,EMS,Elementary,C,40,17.1,24.4,C,5.3,D,8.1,B,0,0,2.2,C,C,C
06M115,6,P.S. 115 Alexander Humboldt,Angela Rodriguez,EMS,Elementary,C,40.4,18.2,28.2,B,6.2,D,3,C,0,0,3,C,C,C
24Q143,24,P.S. 143 Louis Armstrong,Jerry Brito,EMS,Elementary,C,40.5,18.4,24,C,10.2,C,3.9,C,0,0,2.4,C,C,C
13K003,13,P.S. 003 The Bedford Village,Kristina Beecher,EMS,Elementary,C,40.6,19,21.6,C,9.4,C,7.6,B,0,0,2,C,C,C
31R016,31,P.S. 016 John J. Driscoll,Vincenza Gallassio,EMS,Elementary,C,40.6,19,27.7,C,7.2,C,2.8,C,0,0,2.8,C,C,C
11X108,11,P.S. 108 Philip J. Abinanti,Charles Sperrazza,EMS,Elementary,C,41,20.5,27.5,C,10.8,B,1.3,F,0,0,1.4,C,C,C
29Q033,29,P.S. 033 Edward M. Funk,Erich Wagner,EMS,Elementary,C,41,20.5,20.7,C,7.4,C,10.3,A,0,0,2.6,C,C,C
31R002,31,I.S. R002 George L. Egbert,Adrienne Stallone,EMS,Middle,C,41.5,14.3,22.7,C,11.4,C,4.5,D,0,0,2.9,C,C,C
09X022,9,J.H.S. 022 Jordan L. Mott,Edgar Lin,EMS,Middle,C,42,15.5,24.2,C,7.7,C,6.1,C,0,0,4,C,C,C
18K279,18,P.S. 279 Herman Schreiber,Lorenzo Chambers,EMS,Elementary,C,42.1,22.6,28.3,B,9,C,3.2,C,0,0,1.6,C,C,C
31R056,31,P.S. 56 The Louis Desario School,Dean Scali,EMS,Elementary,C,42.4,23.4,24.9,C,10.8,B,4.8,C,0,0,1.9,C,C,C
03M191,3,P.S. 191 Amsterdam,Maria Verdesoto,EMS,K-8,C,42.6,12.2,20,C,12.7,B,5.1,C,0,0,4.8,C,C,C
31R069,31,P.S. 069 Daniel D. Tompkins,Doreen Murphy,EMS,Elementary,C,42.8,24.6,21.7,C,9.4,C,9.4,A,0,0,2.3,C,C,C
29Q118,29,P.S. 118 Lorraine Hansberry,Cheryl Jones,EMS,Elementary,C,43.1,25.4,27.7,C,9.4,C,2.4,D,0,0,3.6,C,C,C
08X333,8,P.S. 333 - The Museum School,Arthur Brown,EMS,Elementary,C,43.5,26.4,33.5,B,3.5,F,2.6,C,0,0,3.9,C,C,C
22K078,22,J.H.S. 078 Roy H. Mann,Anthony Cusumano,EMS,Middle,C,43.6,18,22.1,C,11,C,7.8,C,0,0,2.7,C,C,C
23K165,23,P.S. 165 Ida Posner,Fran Ellers,EMS,K-8,C,43.7,14.6,26.3,C,7.7,D,5.7,C,0,0,4,C,C,C
23K327,23,P.S. 327 Dr. Rose B. English,Stephen Appea,EMS,K-8,C,44,16.5,23.9,C,10.2,C,6.5,C,0,0,3.4,C,C,C
31R027,31,I.S. 027 Anning S. Prall,Tracey Kornish,EMS,Middle,C,44.2,19.4,19.8,C,13.2,B,8.2,C,0,0,3,C,C,C
31R005,31,P.S. 005 Huguenot,Lisa Arcuri,EMS,Elementary,C,45,29.8,21.1,C,11.1,B,11.8,A,0,0,1,C,C,C
11X160,11,P.S. 160 Walt Disney,Lori Baker,EMS,Elementary,C,46.1,33,23.1,C,13.1,B,7.3,B,0,0,2.6,C,C,C
27Q042,27,P.S. 042 R. Vernam,Patricia Finn,EMS,K-8,C,46.1,22,26.4,C,9,C,6.1,C,0,0,4.5,C,C,C
18K233,18,P.S. 233 Langston Hughes,Denean Stephens-Spellman,EMS,Elementary,C,46.4,33.3,28.9,B,8.3,C,7.5,B,0,0,1.7,C,C,C
14K059,14,P.S. 059 William Floyd,Dawn Best,EMS,Elementary,C,46.7,34.1,34.1,B,5.9,D,2.9,C,0,0,3.8,C,C,C
17K528,17,The High School for Global Citizenship,Michelle Rochon,HS,High School,C,47,11.1,20.9,C,7.9,C,10.5,B,3.9,C,3.8,C,C,C
09X412,9,Bronx High School of Business,Vincent Rodriguez,HS,High School,C,47.4,11.4,21.3,C,8.2,C,7.6,C,5.1,C,5.2,C,C,C
32K291,32,J.H.S. 291 Roland Hayes,Jacqueline Rosado,EMS,Middle,C,47.6,27,30,B,5.9,F,7.9,C,0,0,3.8,C,C,C
31R041,31,P.S. 041 New Dorp,Elise Feldman,EMS,Elementary,C,47.7,36.4,29.4,B,11.6,B,3.2,C,0,0,3.5,C,C,C
27Q043,27,P.S. 043,Gary Fairweather,EMS,K-8,C,47.8,27.7,28.2,C,10.9,C,4.7,C,0,0,3.9,C,C,C
23K150,23,P.S. 150 Christopher,Pamela Bradley Muchere,EMS,Elementary,C,48.1,37.4,34,B,8.4,C,2.5,D,0,0,3.1,C,C,C
10X243,10,West Bronx Academy for the Future,Wilper Morales,HS,High School,C,48.1,12.5,19.1,D,10.8,C,7.4,C,5,C,5.8,C,C,C
12X006,12,P.S. 006 West Farms,Juliet Young,EMS,Elementary,C,48.3,37.9,34.4,B,7.2,C,3.2,C,0,0,3.4,C,C,C
15K462,15,Secondary School for Law,Oneatha Swinton,HS,High School,C,48.3,12.7,20.2,C,13,B,6.8,D,4.5,C,3.8,C,C,C
01M064,1,P.S. 064 Robert Simon,Marlon L. Hosang,EMS,Elementary,C,48.6,38.2,26.8,C,8.4,C,9.6,A,0,0,3.8,C,C,C
01M015,1,P.S. 015 Roberto Clemente,Irene Sanchez,EMS,Elementary,C,48.7,39.2,30.3,B,6.1,D,7.9,B,0,0,4.4,C,C,C
02M544,2,Independence High School,Ron Smolkin,HST,High School Transfer,C,48.7,0,18,C,4.6,C,14.7,A,4.2,B,7.1,C,C,C
31R080,31,The Michael J. Petrides School,Joanne Buckheit,EMS,K-8,C,49,31.1,21.5,C,14.5,B,9,B,0,0,4,C,C,C
18K588,18,Middle School for Art and Philosophy,Neil Mcneill Jr,EMS,Middle,C,49.6,30.9,25.3,C,12.2,B,8.5,C,0,0,3.5,C,C,C
28Q072,28,Catherine & Count Basie Middle School 72,Omotayo Cineus,EMS,Middle,C,49.6,30.9,27.7,C,11.3,C,7.2,C,0,0,3.3,C,C,C
29Q059,29,I.S. 059 Springfield Gardens,Carleton Gordon,EMS,Middle,C,49.7,31.7,31.5,B,9.4,C,5.6,D,0,0,3.2,C,C,C
07X520,7,Foreign Language Academy of Global Studies,Leba Collins Augone,HS,High School,C,49.9,14.4,21.1,C,9.3,C,9.4,C,6.5,B,3.6,C,C,C
16K584,16,M.S. 584,Gilleyan J. Hargrove,EMS,Middle,C,51,35.1,30.5,B,6,F,11,B,0,0,3.5,C,C,C
14K071,14,Juan Morel Campos Secondary School,Eric Fraser,HS,High School,C,51.2,18.2,24.3,C,7.3,D,10.1,B,5,C,4.5,C,C,C
11X253,11,Bronx High School for Writing and Communication Arts,Terri Lynn Grey,HS,High School,C,54,24.4,28.3,B,7.2,D,11.9,A,2.5,D,4.1,C,C,C
29Q492,29,"Mathematics, Science Research and Technology Magnet High School",Jose Cruz,HS,High School,C,55.8,27.6,27.7,B,12.4,B,4.9,D,7.5,A,3.3,C,C,C
29Q147,29,PS/MS 147 Ronald McNair,Anne Cohen,EMS,K-8,C,40.6,8.5,20.1,C,8.8,C,8,B,0,0,3.7,C,C,D
10X226,10,P.S. 226,Gloria Darden,EMS,Elementary,C,41.7,22,25.6,C,7.5,C,4.5,C,0,0,4.1,C,C,D
08X107,8,P.S. 107,Katherine Hamm,EMS,Elementary,C,45,29.8,31.1,B,5.6,D,3.4,C,0,0,4.8,C,C,D
75X168,75,P.S. 168,Maureen Fullerton,D75,K-8,C,45.5,0,22.2,C,9.9,C,13.4,B,0,0,0,C,C,D
01M364,1,Earth School,Alison Gail Hazut,EMS,Elementary,C,46.2,33.1,27.1,C,8,C,9.5,A,0,0,1.6,C,C,D
28Q182,28,P.S. 182 Samantha Smith,Andrew Todd Topol,EMS,Elementary,C,47.6,36.1,31.4,B,9.9,C,3,C,0,0,3.3,C,C,D
05M499,5,Frederick Douglass Academy,Joseph Gates,HS,High School,C,53,23,21.2,C,13.7,B,8.8,C,7.6,A,1.7,C,C,D
10X344,10,Ampark Neighborhood,Christine Mccourt,EMS,Elementary,C,43.2,25.7,17.9,D,15.1,B,8.5,B,0,0,1.6,C,C,
09X457,9,SHERIDAN ACADEMY FOR YOUNG LEADERS,Lisette Febus,EMS,Elementary,C,46.6,33.9,32.5,B,8.1,C,2.4,D,0,0,3.6,C,C,
18K635,18,Olympus Academy,P.J. Murray,HST,High School Transfer,C,46.6,0,17.2,C,7,B,11.8,B,3.5,C,7,C,C,
05M369,5,Urban Assembly School for the Performing Arts,Fia Davis,HS,High School,C,52.2,20.6,25.4,C,11,C,7.9,C,4.6,C,3.3,C,D,A
19K328,19,P.S. 328 Phyllis Wheatley,Douglas Avila,EMS,K-8,C,41.9,10.4,33.3,B,3.9,F,1.5,F,0,0,3.2,C,D,B
29Q268,29,PS/IS 268,Lissa Grant-Stewart,EMS,K-8,C,46.5,23.2,29.6,B,9.4,C,4.4,C,0,0,3.1,C,D,B
10X054,10,P.S. / I.S. 54,Maribelle Nunez-Pardo,EMS,Elementary,C,38.6,14.1,27.1,C,5.8,D,2,D,0,0,3.6,C,D,C
09X328,9,New Millennium Business Academy Middle School,Dorald Bastian,EMS,Middle,C,40.1,12.9,16.6,C,9.2,C,11.4,A,0,0,2.9,C,D,C
31R054,31,P.S. 054 Charles W. Leng,Karen Catanzarolarosa,EMS,Elementary,C,40.6,19,22.9,C,11.9,B,3.4,C,0,0,2.4,C,D,C
09X058,9,P.S. 058,Velma Gunn,EMS,Elementary,C,41.5,21.5,27.8,C,7.4,C,2.5,D,0,0,3.8,C,D,C
31R052,31,P.S. 052 John C. Thompson,Jane Mccord,EMS,Elementary,C,42.1,22.6,27.2,C,8.5,C,3.6,C,0,0,2.8,C,D,C
17K489,17,W.E.B. Dubois Academic High School,Catherine Hartnett,HST,High School Transfer,C,46.1,0,21.9,C,1.9,D,10,C,4.4,B,7.9,C,D,C
05M123,5,P.S. 123 Mahalia Jackson,Melitina Hernandez,EMS,K-8,C,46.3,22.6,29.5,B,7.9,C,5.1,C,0,0,3.7,C,D,C
30Q151,30,P.S. 151 Mary D. Carter,Jason Goldner,EMS,Elementary,C,46.6,33.9,33.4,B,8,C,1.4,D,0,0,3.8,C,D,C
32K151,32,P.S. 151 Lyndon B. Johnson,Maria Anaya,EMS,Elementary,C,47,34.9,30.9,B,10.2,C,2,D,0,0,3.8,C,D,C
04M825,4,Isaac Newton Middle School for Math & Science,Lisa Nelson,EMS,Middle,C,47.2,25.8,24,C,8.9,C,10.7,B,0,0,3.6,C,D,C
17K091,17,P.S. 091 The Albany Avenue School,Tessa Alleyne,EMS,Elementary,C,47.3,35.3,32.3,B,8.1,C,3.7,C,0,0,3.2,C,D,C
27Q253,27,P.S. 253,Robin Johnson,EMS,Elementary,C,48.1,37.4,26.7,C,11.9,B,6.8,B,0,0,2.7,C,D,C
06M528,6,I.S. 528 Bea Fuller Rodgers School,Kristy Dela Cruz,EMS,Middle,C,52.9,38.5,28,C,8.8,C,11,B,0,0,5.1,C,D,C
13K605,13,George Westinghouse Career and Technical Education High School,Janine Kieran,HS,High School,C,49.8,14.1,23.8,C,9.2,C,10.2,B,3.6,C,3,C,D,D
09X443,9,THE FAMILY SCHOOL,Pamela Lee,EMS,Elementary,C,37.3,11.5,27.1,C,4.5,F,2.2,D,0,0,3.4,C,D,
19K306,19,P.S. 306 Ethan Allen,Lawrence Burroughs,EMS,K-8,C,42,11,26,C,8.8,C,2.1,F,0,0,5.1,C,F,B
01M137,1,P.S. 137 John L. Bernstein,Melissa Rodriguez,EMS,Elementary,C,40.1,17.5,25.7,C,5.2,D,3.4,C,0,0,5.8,C,F,C
84Q321,84,Growing Up Green Charter School,Matthew Greenberg,EMS,Elementary,C,41,20.5,23.1,C,8.3,C,7.5,B,0,0,2.1,C,,
09X231,9,Eagle Academy for Young Men,Jonathan Foy,EMS,Middle,C,47.1,25.6,23,C,9.7,C,9.9,B,0,0,4.5,C,,
29Q327,29,EAGLE ACADEMY FOR YOUNG MEN III,Kenyatte Reid,EMS,Middle,C,51.9,36.8,25.3,C,10.8,C,11.5,A,0,0,4.3,C,,
18K637,18,Academy for Conservation and the Environment,Eugene Mazzola,HS,High School,C,50.4,15.7,24.5,C,8.8,C,9.9,B,3.2,D,4,C,,
18K642,18,Urban Action Academy,Abe Correa,HS,High School,C,56.4,28.7,26.2,C,12.6,B,8.7,C,3.3,D,5.6,C,,
28Q055,28,P.S. 055 Maure,Ralph K Honore,EMS,Elementary,C,41.4,21.2,30.4,B,3.6,F,5.1,C,0,0,2.3,D,A,C
15K094,15,P.S. 094 The Henry Longfellow,Janette Caban,EMS,Elementary,C,38.2,12.5,23,C,9.1,C,3.2,C,0,0,2.9,D,B,B
12X047,12,P.S. 047 John Randolph,Thomas Guarnieri,EMS,Elementary,C,39.3,16.1,23,C,8,C,6.3,B,0,0,2,D,B,C
16K534,16,Upper School @ P.S. 25,Ativia Sandusky,EMS,Middle,C,40.1,12.9,25.6,C,4.1,F,7.3,C,0,0,3.1,D,B,C
84X345,84,Hyde Leadership Charter School,Elizabeth Olney,EMS,K-8,C,44.5,17.7,24,C,9.9,C,6.6,C,0,0,4,D,B,C
29Q037,29,Cynthia Jenkins School,Beverly Mitchell,EMS,Elementary,C,45.4,30.8,30.4,B,7.2,C,5.6,C,0,0,2.2,D,B,C
22K139,22,P.S. 139 Alexine A. Fenty,Mary Mcdonald,EMS,Elementary,C,45.5,31.2,27.4,C,12.9,B,3.4,C,0,0,1.8,D,B,C
28Q040,28,P.S. 040 Samuel Huntington,Alison Branker,EMS,Elementary,C,42.9,24.8,27.9,B,6.7,D,6.1,B,0,0,2.2,D,B,D
13K527,13,Urban Assembly Institute of Math and Science for,Kiri Soares,EMS,Middle,C,43.7,18.3,28.1,C,8.2,C,5,D,0,0,2.4,D,B,D
13K301,13,Satellite East Middle School,Kim Mcpherson,EMS,Middle,C,46.6,24.2,25.3,C,10.2,C,7.9,C,0,0,3.2,D,B,D
06M005,6,P.S. 005 Ellen Lurie,Wanda Soto,EMS,Elementary,C,42.6,24.1,26.7,C,7,C,5.6,C,0,0,3.3,D,C,B
09X132,9,P.S. 132 Garret A. Morgan,Anissa Chalmers,EMS,Elementary,C,47,34.9,36.3,A,5.2,D,0.5,F,0,0,4.9,D,C,B
17K334,17,Middle School for Academic and Social Excellence,Andrea Whitehurst,EMS,Middle,C,47.4,26.7,29,B,8.3,C,6.4,C,0,0,3.6,D,C,B
22K361,22,P.S. 361 East Flatbush Early Childhood School,Dianne S. Martin,EC,K-2,C,24.2,0,9.5,C,7.3,C,5.3,C,0,0,2.1,D,C,C
01M363,1,Neighborhood School,Milo Novelo,EMS,Elementary,C,36.8,10.5,22.1,C,7.4,C,4.9,C,0,0,2.4,D,C,C
19K273,19,P.S. 273 Wortman,Melessa Avery,EMS,Elementary,C,37,10.7,20.7,C,6.9,D,7.9,B,0,0,1.5,D,C,C
10X094,10,P.S. 094 Kings College School,Diane Daprocida,EMS,Elementary,C,37.6,11.6,22.6,C,7.6,C,4.6,C,0,0,2.8,D,C,C
13K305,13,P.S. 305 Dr. Peter Ray,Dr. Julia Mortley,EMS,Elementary,C,39,14.8,26.4,C,7.2,C,3.5,C,0,0,1.9,D,C,C
10X045,10,Thomas C. Giordano Middle School 45,Annamaria Giordano,EMS,Middle,C,40.1,12.9,20.4,C,11.6,B,4.1,F,0,0,4,D,C,C
17K092,17,P.S. 092 Adrian Hegeman,Ms. Diana Rahmaan,EMS,Elementary,C,42.9,25.1,26.2,C,6.9,D,7.6,B,0,0,2.2,D,C,C
29Q156,29,P.S. 156 Laurelton,Noreen Little,EMS,K-8,C,45.2,20.1,32.3,B,6.9,D,2.2,D,0,0,3.8,D,C,C
11X111,11,P.S. 111 Seton Falls,Ava Fullenweider,EMS,Elementary,C,45.8,32.1,33.1,B,7.2,C,2.5,D,0,0,3,D,C,C
84X703,84,Bronx Prep Charter School,Jacqueline King-Robinson/Edwina Branch-S,EMS,Middle,C,46.7,24.7,26.4,C,6.9,D,9.7,B,0,0,3.7,D,C,C
29Q138,29,P.S. 138 Sunrise,James Mc Enaney,EMS,K-8,C,47.9,28.1,29.4,B,7.3,D,8.6,B,0,0,2.6,D,C,C
13K266,13,M.S. K266 - Park Place Community Middle School,Glenda Esperance,EMS,Middle,C,50,33.2,28.4,B,8.6,C,8.2,C,0,0,4.8,D,C,C
12X278,12,Peace and Diversity Academy,Andrew Turay,HS,High School,C,51.1,17.3,28,B,7.9,C,10.3,B,2.9,D,2,D,C,C
06M540,6,A. Philip Randolph Campus High School,David Fanning,HS,High School,C,52.2,20.6,25.9,C,9,C,10.7,B,5.3,B,1.3,D,C,C
84X703,84,Bronx Prep Charter School,Jacqueline King-Robinson/Edwina Branch-S,HS,High School,C,54.2,24.7,23.9,C,11.8,B,11.3,B,6.2,B,1,D,C,C
18K114,18,P.S. 114 Ryder Elementary,Darwin Smith,EMS,Elementary,C,37.8,12,24.5,C,5.4,D,5.4,C,0,0,2.5,D,C,D
09X276,9,Leadership Institute,Marta Colon,HS,High School,C,48.8,13,20.1,C,11.3,C,10.4,B,3.7,C,3.2,D,C,D
06M132,6,P.S. 132 Juan Pablo Duarte,Xiomara Nova,EMS,Elementary,C,37.3,11.5,25,C,5.4,D,3.2,C,0,0,3.7,D,D,B
07X369,7,Young Leaders Elementary School,Karen Collins,EMS,Elementary,C,47,34.9,31.4,B,7.5,C,3.6,C,0,0,4.5,D,D,D
23K646,23,Aspirations Diploma Plus High School,Shermila Bharat,HST,High School Transfer,C,51.8,0,26.7,C,3.9,C,12.4,B,1.8,D,6.9,D,D,F
05M197,5,P.S. 197 John B. Russwurm,Natasha Spann,EMS,Elementary,C,42.5,23.8,28.2,B,3.8,F,7.6,B,0,0,2.9,D,F,B
23K298,23,P.S. 298 Dr. Betty Shabazz,Jonathan Dill,EMS,K-8,C,45.2,20.1,33.6,B,3.4,F,4.2,C,0,0,4,D,F,C
12X463,12,URBAN SCHOLARS COMMUNITY SCHOOL,Debra Clarke-Jones,EMS,Elementary,C,44,28.2,28.4,B,3.4,F,8.8,B,0,0,3.4,D,F,
28Q338,28,Queens Satellite High School for Opportunity,Mark Melkonian,HST,High School Transfer,C,53.2,0,32.1,B,2.4,C,10.3,C,2.3,C,6.1,D,,
23K697,23,Teachers Preparatory High School,Carmen Simon,EMS,Middle,C,37.8,10.4,18.5,C,9.8,C,7.3,C,0,0,2.2,F,B,C
03M241,3,P.S. 241 Family Academy,Diana Diaz,EMS,Elementary,C,48.6,38.5,34.9,B,7.8,C,3.1,C,0,0,2.8,F,B,C
75K368,75,P.S. 368,Joycelyn Nedd,D75,Middle,C,48.8,0,33.6,B,6,D,9.2,C,0,0,0,F,B,D
19K224,19,P.S. 224 Hale A. Woodruff,George Andrews,EMS,Elementary,C,45,29.8,28.3,B,5.7,D,7.1,B,0,0,3.9,F,C,B
07X154,7,P.S. 154 Jonathan D. Hyatt,Alison Coviello,EMS,Elementary,C,37.3,11.5,28.4,B,2.9,F,3,C,0,0,3,F,C,C
28Q140,28,P.S. 140 Edward K Ellington,David Norment,EMS,Elementary,C,41.4,21.2,25.7,C,5.3,D,7.1,B,0,0,3.3,F,C,C
08X375,8,The Bronx Mathematics Preparatory School,Anya Munce,EMS,Middle,C,45.5,22.5,29.2,B,7.7,C,5.2,D,0,0,3.4,F,C,C
19K677,19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,Judy Touzin,EMS,Elementary,C,39.8,16.9,23.8,C,6.7,D,7.6,B,0,0,1.7,F,C,
10X438,10,Fordham Leadership Academy for Business and Technology,Mary Ann Tucker,HS,High School,C,52.3,20.9,25,C,5.9,F,12,A,5,C,4.4,F,D,C
84X482,84,Dr. Izquierdo Health and Science Charter School,Anthony Lopez,EMS,Middle,C,38,10.7,21.5,C,6.6,D,8,C,0,0,1.9,F,,
11X529,11,One World Middle School at Edenwald,Patricia Wynne,EMS,Middle,C,43.4,17.4,20.1,C,8.4,C,12.5,A,0,0,2.4,,,
11X532,11,Baychester Middle School,Shawn Mangar,EMS,Middle,C,45.4,21.6,20.8,C,12.1,B,10.2,B,0,0,2.3,,,
05M514,5,New Design Middle School,Daniel Black,EMS,Middle,C,47.3,26.4,24.3,C,9.5,C,11,B,0,0,2.5,,,
29Q355,29,Collaborative Arts Middle School,Tammy Holloway,EMS,Middle,C,48.3,28.4,19.9,C,15.7,B,9,B,0,0,3.6,,,
84M524,84,Innovate Manhattan Charter School,Gayla Thompson,EMS,Middle,C,48.5,28.7,31.2,B,7.6,D,6,C,0,0,3.7,,,
84R071,84,Staten Island Community Charter School,Dr. Michael Courtney,EC,K-3,C,24.3,0,7.5,C,6.2,C,9.4,B,0,0,1.2,,,
84K769,84,Hyde Leadership Charter School- Brooklyn,Sandra J. Dupree,EC,K-3,C,28.2,0,10.6,C,9.3,C,7,C,0,0,1.2,,,
02M397,2,SPRUCE STREET SCHOOL,Nancy Harris,EC,K-3,C,28.4,0,12.3,C,13,B,2.8,D,0,0,0.3,,,
84K792,84,The Cultural Arts Academy at Spring Creek Charter School,Laurie Midgette,EC,K-3,C,28.8,0,9,C,7.8,C,10,B,0,0,2,,,
02M151,2,Yorkville Community School,Samantha Kaplan,EC,K-3,C,40.2,0,15.7,B,14.8,B,7.4,C,0,0,2.3,,,
84K379,84,Explore Excel Charter School,Dana Bogle,EMS,Elementary,C,41.7,22,23,C,13.3,B,4.2,C,0,0,1.1,,,
03M403,3,THE GLOBAL LEARNING COLLABORATIVE,Karla L. Chiluiza,HS,High School,C,50.8,16.3,24.1,C,5.4,F,11.7,A,4.4,C,5.2,,,
21K099,21,P.S. 099 Isaac Asimov,Gregory Pirraglia,EMS,K-8,D,34.6,3.7,10.1,F,11.5,C,9.6,B,0,0,3.4,A,A,A
75X017,75,P.S. X017,Marlin Hoggard,D75,K-8,D,35,0,15.3,D,8.7,C,11,B,0,0,0,A,A,A
16K335,16,P.S. 335 Granville T. Woods,Dr. Laverne Nimmons,EMS,Elementary,D,21.4,0.3,9.2,F,7,D,3.8,C,0,0,1.4,A,A,B
07X049,7,P.S. 049 Willis Avenue,Philip Caraher,EMS,Elementary,D,32.4,5.6,13.8,F,10.8,B,5.3,C,0,0,2.4,A,B,C
13K093,13,P.S. 093 William H. Prescott,Sandra Philip,EMS,Elementary,D,35.1,7.7,18.4,D,9.6,C,4.8,C,0,0,2.3,A,B,C
84K652,84,Brooklyn Ascend Charter School,Brandon Sorlie/Eunice Chao,EMS,Elementary,D,23,0.7,6.6,F,9.2,C,6.5,B,0,0,0.7,A,C,B
12X190,12,E.S.M.T- I.S. 190,Dianajade Santiago,EMS,Middle,D,29.5,3.1,9.8,D,7.5,D,8.7,B,0,0,3.5,A,C,B
19K149,19,P.S. 149 Danny Kaye,Yvette Donald,EMS,Elementary,D,33.1,6.1,18.7,D,10,C,1.5,D,0,0,2.8,A,C,C
07X334,7,International Community High School,Berena Cabarcas,HS,High School,D,41.8,6.8,18.6,D,6.2,D,8.9,C,2.9,D,5.2,B,A,B
75R373,75,P.S. R373,Ilene Goldstein Harne,D75,Elementary,D,44.1,0,29.4,B,5.8,F,8.8,C,0,0,0,B,A,B
16K385,16,"School of Business, Finance and Entrepreneurship",Anne Marie Malcolm,EMS,Middle,D,31.2,3.7,11.8,D,8,C,7.7,C,0,0,3.7,B,B,A
30Q002,30,P.S. 002 Alfred Zimberg,Joseph Taddeo,EMS,Elementary,D,35.4,8.4,17.6,D,8.5,C,6.3,B,0,0,3,B,B,A
32K045,32,P.S. 045 Horace E. Greene,Tracey Lott-Davis,EMS,K-8,D,37.9,6.7,14.1,D,11.3,C,9.9,B,0,0,2.6,B,B,A
20K658,20,Franklin Delano Roosevelt YABC,Vincent Asaro,YABC,YABC,D,43,0,15.8,C,6.3,C,8.1,C,4.8,B,8,B,B,A
06M004,6,P.S. 004 Duke Ellington,Bonnie White Jones,EMS,Elementary,D,32.3,5.4,18.5,D,6.1,D,4.6,C,0,0,3.1,B,B,B
06M328,6,M.S. 328 - Manhattan Middle School for Scientifi,Olga Quiles,EMS,Middle,D,32.5,5.1,11.9,D,5.6,F,9.7,B,0,0,5.3,B,B,B
11X096,11,P.S. 096 Richard Rodgers,Marta Garcia,EMS,Elementary,D,34.6,7.4,15.1,F,10.7,B,6.3,B,0,0,2.4,B,B,B
84K702,84,Community Partnership Charter,Melanie Bryon/Keisha Rattray,EMS,K-8,D,35.8,4.9,13.4,D,12.3,B,8.4,B,0,0,1.6,B,B,B
11X417,11,C Columbus Hs Yabc,Ruth Colton,YABC,YABC,D,42.6,0,19.8,C,3.4,D,10.9,B,2.7,D,5.8,B,B,B
07X473,7,Mott Haven Village Preparatory High School,Melanie Williams,HS,High School,D,46.7,10.8,23.3,C,5.8,F,9.4,C,4.5,C,3.7,B,B,B
17K191,17,P.S. 191 Paul Robeson,Mrs. Elsi Capolongo,EMS,Elementary,D,31.1,3.9,15.4,D,9.5,C,2.9,C,0,0,3.3,B,B,C
08X119,8,P.S. 119,Lydia Tyner,EMS,Elementary,D,32.5,5.7,17.8,D,7,C,5.2,C,0,0,2.5,B,B,C
