ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Community School Sup Name,Cluster Name,Cluster Location Code,Cluster Leader Name,Cluster Leader Title,Cluster Leader Phone,Network Location Code,Network Name,Network Leader,Network Leader Phone,SATIF Code,SATIF Superintendent,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,Operational Network Location Code,Operational Network Name,Operational Network Manager Name,Operational Network Manager Phone,boroughCode,borough,streetAddress,postalCode,title,entityTitle,addressLocality,latitude,longitude,loc,@context,@type,@id
84K730,K730,Summit Academy Charter School,331500860953,Charter,General Academic,Secondary School,"06,07,08,09,10,SE","06,07,08,09,10,11,12",Jul 1 2009,Open,K027,27 HUNTINGTON STREET,BROOKLYN,NY,11231,Natasha Campbell,Executive Director,718-875-1403,718-875-1891,15,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,27 Huntington Street,11231,Summit Academy Charter School,summit_academy_charter_school,Brooklyn,40.6775227,-74.00461349999999,"[-74.00461349999999,40.6775227]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/summit_academy_charter_school
84K731,K731,Brooklyn Excelsior Charter School,331600860847,Charter,General Academic,K-8,"01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul 1 2003,Open,KAQX,856 QUINCY STREET,BROOKLYN,NY,11221,Tom Demarco,PRINCIPAL,718-246-5681,718-246-5864,16,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,856 Quincy Street,11221,Brooklyn Excelsior Charter School,brooklyn_excelsior_charter_school,Brooklyn,40.6898991,-73.9249349,"[-73.9249349,40.6898991]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/brooklyn_excelsior_charter_school
84K733,K733,"Math, Engineering, and Science Academy Charter High School",333200861059,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2013,Open,K291,231 PALMETTO STREET,BROOKLYN,NY,11221,,,,,32,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,231 Palmetto Street,11221,"Math, Engineering, and Science Academy Charter High School",math_engineering_and_science_academy_charter_high_school,Brooklyn,40.6954869,-73.9150246,"[-73.9150246,40.6954869]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/math_engineering_and_science_academy_charter_high_school
84K734,K734,The Ethical Community Charter School (TECCS),331400860930,Charter,General Academic,Elementary,"0K,01,02,03,04","0K,01,02,03,04,05",Jul 1 2009,Open,K297,700 PARK AVENUE,BROOKLYN,NY,11206,Annette Keane,PRINCIPAL,718-599-2176,718-599-2814,14,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,700 Park Avenue,11206,The Ethical Community Charter School (TECCS),the_ethical_community_charter_school_teccs_,Brooklyn,40.6978082,-73.9476255,"[-73.9476255,40.6978082]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/the_ethical_community_charter_school_teccs_
84K736,K736,New American Academy Charter School,331900861057,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2013,Open,K415,5800 TILDEN AVENUE,BROOKLYN,NY,11203,,,,,18,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,5800 Tilden Avenue,11203,New American Academy Charter School,new_american_academy_charter_school,Brooklyn,40.647733,-73.922202,"[-73.922202,40.647733]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/new_american_academy_charter_school
84K737,K737,Brownsville Ascend Charter School,331800860954,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul 1 2009,Open,KBVT,1501 PITKIN AVENUE,BROOKLYN,NY,11212,Erica Murphy,PRINCIPAL,718-240-9162,718-240-9140,23,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,1501 Pitkin Avenue,11212,Brownsville Ascend Charter School,brownsville_ascend_charter_school,Brooklyn,40.668925,-73.91784,"[-73.91784,40.668925]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/brownsville_ascend_charter_school
84K738,K738,New Visions Charter High School for Advanced Math and Science III,331300861053,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2013,Open,K495,3000 AVENUE X,BROOKLYN,NY,11235,,,,,22,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,3000 Avenue X,11235,New Visions Charter High School for Advanced Math and Science III,new_visions_charter_high_school_for_advanced_math_and_science_iii,Brooklyn,40.59314,-73.936638,"[-73.936638,40.59314]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/new_visions_charter_high_school_for_advanced_math_and_science_iii
84K739,K739,New Visions Charter High School for the Humanities III,331300861051,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2013,Open,K495,3000 AVENUE X,BROOKLYN,NY,11235,,,,,22,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,3000 Avenue X,11235,New Visions Charter High School for the Humanities III,new_visions_charter_high_school_for_the_humanities_iii,Brooklyn,40.59314,-73.936638,"[-73.936638,40.59314]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/new_visions_charter_high_school_for_the_humanities_iii
84K740,K740,Brooklyn Scholars Charter School,331900860958,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",Jul 1 2009,Open,KAJS,2635 LINDEN BOULEVARD,BROOKLYN,NY,11208,Desiree Kirton,PRINCIPAL,718-348-9360,718-348-9362,19,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,2635 Linden Boulevard,11208,Brooklyn Scholars Charter School,brooklyn_scholars_charter_school,Brooklyn,40.6690107,-73.8672121,"[-73.8672121,40.6690107]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/brooklyn_scholars_charter_school
84K741,K741,Success Academy Charter School - Brooklyn 7,331700861041,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2013,Open,K167,1025 EASTERN PARKWAY,BROOKLYN,NY,11213,,,,,17,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,1025 Eastern Parkway,11213,Success Academy Charter School - Brooklyn 7,success_academy_charter_school_brooklyn_7,Brooklyn,40.6690343,-73.9343392,"[-73.9343392,40.6690343]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/success_academy_charter_school_brooklyn_7
84K742,K742,Explore Empower Charter School,331700860950,Charter,General Academic,K-8,"0K,01,02,03,04,05,06","0K,01,02,03,04,05,06,07,08",May 5 2009,Open,K210,188 ROCHESTER AVENUE,BROOKLYN,NY,11213,Beth Doyle,PRINCIPAL,718-771-2090,718-771-2128,17,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,188 Rochester Avenue,11213,Explore Empower Charter School,explore_empower_charter_school,Brooklyn,40.672706,-73.9289299,"[-73.9289299,40.672706]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/explore_empower_charter_school
84K744,K744,Coney Island Preparatory Public Charter School,332100860949,Charter,General Academic,Secondary School,"05,06,07,08,09,SE","05,06,07,08,09,10,11,12",Jul 1 2009,Open,K303,501 WEST AVENUE,BROOKLYN,NY,11224,Jacob Mnookin,PRINCIPAL,718-513-6951,718-513-6955,21,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,501 West Avenue,11224,Coney Island Preparatory Public Charter School,coney_island_preparatory_public_charter_school,Brooklyn,40.5821722,-73.9723964,"[-73.9723964,40.5821722]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/coney_island_preparatory_public_charter_school
84K746,K746,Hebrew Language Academy Charter School,332200860955,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 9 2009,Open,KBVU,1340 EAST 29TH STREET,BROOKLYN,NY,11210,Laura Silver,PRINCIPAL,718-377-7200,718-377-7220,22,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,1340 East 29th Street,11210,Hebrew Language Academy Charter School,hebrew_language_academy_charter_school,Brooklyn,40.6184564,-73.9464149,"[-73.9464149,40.6184564]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/hebrew_language_academy_charter_school
84K752,K752,Success Academy Charter School - Brooklyn 5,331300861039,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2013,Open,K265,101 PARK AVENUE,BROOKLYN,NY,11205,Nina Fink,PRINCIPAL,,,13,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,101 Park Avenue,11205,Success Academy Charter School - Brooklyn 5,success_academy_charter_school_brooklyn_5,Brooklyn,40.6963522,-73.9759357,"[-73.9759357,40.6963522]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/success_academy_charter_school_brooklyn_5
84K756,K756,Success Academy Charter School - Brooklyn 6,331700861040,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2013,Open,K138,760 PROSPECT PLACE,BROOKLYN,NY,11216,Monica Komery,PRINCIPAL,,,17,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,760 Prospect Place,11216,Success Academy Charter School - Brooklyn 6,success_academy_charter_school_brooklyn_6,Brooklyn,40.673939,-73.951528,"[-73.951528,40.673939]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/success_academy_charter_school_brooklyn_6
84K757,K757,Unity Prep Charter School,331300861056,Charter,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08,09,10",Jul 1 2013,Open,K044,432 MONROE STREET,BROOKLYN,NY,11221,,,,,13,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,432 Monroe Street,11221,Unity Prep Charter School,unity_prep_charter_school,Brooklyn,40.68619,-73.940855,"[-73.940855,40.68619]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/unity_prep_charter_school
84K759,K759,CANARSIE ASCEND CHARTER SCHOOL,331800861033,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2013,Open,KAGD,9719 FLATLANDS AVENUE,BROOKLYN,NY,11236,,,,,18,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,9719 Flatlands Avenue,11236,CANARSIE ASCEND CHARTER SCHOOL,canarsie_ascend_charter_school,Brooklyn,40.644035,-73.900509,"[-73.900509,40.644035]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/canarsie_ascend_charter_school
84K769,K769,Hyde Leadership Charter School- Brooklyn,331900860972,Charter,General Academic,K-12 all grades,"01,02,03,04","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jun 1 2010,Open,K328,330 ALABAMA AVENUE,BROOKLYN,NY,11207,Sandra J. DuPree/Christine DePina-Forbes,PRINCIPAL,718-495-5620,718-495-5827,19,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,330 Alabama Avenue,11207,Hyde Leadership Charter School- Brooklyn,hyde_leadership_charter_school_brooklyn,Brooklyn,40.6678286,-73.8978692,"[-73.8978692,40.6678286]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/hyde_leadership_charter_school_brooklyn
84K774,K774,Achievement First Apollo Charter School,331900860933,Charter,General Academic,K-12 all grades,"0K,01,02,03,04","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jun 1 2010,Open,K302,350 LINWOOD STREET,BROOKLYN,NY,11208,Jabari Sims,PRINCIPAL,718-235-2647,718-235-2649,19,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,350 Linwood Street,11208,Achievement First Apollo Charter School,achievement_first_apollo_charter_school,Brooklyn,40.6770363,-73.8834076,"[-73.8834076,40.6770363]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/achievement_first_apollo_charter_school
84K775,K775,Leadership Preparatory Ocean Hill Charter School,332300860941,Charter,General Academic,K-8,"0K,01,02,03,04,05","0K,01,02,03,04,05,06,07,08",Jun 1 2010,Open,K332,51 CHRISTOPHER AVENUE,BROOKLYN,NY,11212,Nikki Bridges,PRINCIPAL,718-250-5767,718-250-5768,23,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,51 Christopher Avenue,11212,Leadership Preparatory Ocean Hill Charter School,leadership_preparatory_ocean_hill_charter_school,Brooklyn,40.6725283,-73.9065614,"[-73.9065614,40.6725283]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/leadership_preparatory_ocean_hill_charter_school
84K777,K777,Ocean Hill Collegiate Charter School,332300860936,Charter,General Academic,Secondary School,"05,06,07,08","05,06,07,08,09,10,11,12",Jun 1 2010,Open,K271,1137 HERKIMER STREET,BROOKLYN,NY,11233,Hannah Solomon,PRINCIPAL,718-250-5765,718-250-5766,23,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,1137 Herkimer Street,11233,Ocean Hill Collegiate Charter School,ocean_hill_collegiate_charter_school,Brooklyn,40.677831,-73.9161737,"[-73.9161737,40.677831]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/ocean_hill_collegiate_charter_school
84K780,K780,Brooklyn East Collegiate Charter School,331300860937,Charter,General Academic,Secondary School,"05,06,07,08","05,06,07,08,09,10,11,12",Jun 1 2010,Open,K009,80 UNDERHILL AVENUE,BROOKLYN,NY,11238,Eric Green,PRINCIPAL,718-250-5760,718-260-5761,13,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,80 Underhill Avenue,11238,Brooklyn East Collegiate Charter School,brooklyn_east_collegiate_charter_school,Brooklyn,40.678522,-73.966335,"[-73.966335,40.678522]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/brooklyn_east_collegiate_charter_school
84K782,K782,Bedford Stuyvesant New Beginnings Charter School,331600860971,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06","0K,01,02,03,04,05",Jun 1 2010,Open,KAKB,82 LEWIS AVENUE,BROOKLYN,NY,11206,Joshua Morales/Karen Jones,PRINCIPAL,718-453-1001,718-452-2090,16,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,82 Lewis Avenue,11206,Bedford Stuyvesant New Beginnings Charter School,bedford_stuyvesant_new_beginnings_charter_school,Brooklyn,40.694672,-73.93772299999999,"[-73.93772299999999,40.694672]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/bedford_stuyvesant_new_beginnings_charter_school
84K785,K785,Imagine Me Leadership Charter School,331900860973,Charter,General Academic,Elementary,"0K,01,02,03,04","0K,01,02,03,04,05",Jun 1 2010,Open,KAKM,818 SCHENCK AVENUE,BROOKLYN,NY,11207,Katherine Corbett,Executive Director,347-985-2140,347-985-2145,19,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,818 Schenck Avenue,11207,Imagine Me Leadership Charter School,imagine_me_leadership_charter_school,Brooklyn,40.660063,-73.883478,"[-73.883478,40.660063]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/imagine_me_leadership_charter_school
84K791,K791,Brooklyn Dreams Charter School,332200860978,Charter,General Academic,K-8,"01,02,03,04,05","0K,01,02,03,04,05,06,07,08",Jun 1 2010,Open,KAKO,259 PARKVILLE AVENUE,BROOKLYN,NY,11230,Letta Belle,PRINCIPAL,718-859-8400,347-586-0347,22,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,259 Parkville Avenue,11230,Brooklyn Dreams Charter School,brooklyn_dreams_charter_school,Brooklyn,40.6318185,-73.9694911,"[-73.9694911,40.6318185]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/brooklyn_dreams_charter_school
84K792,K792,The Cultural Arts Academy at Spring Creek Charter School,331800860988,Charter,General Academic,K-12 all grades,"0K,01,02,03,04","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jun 1 2010,Open,KBXV,1400 LINDEN BOULEVARD,BROOKLYN,NY,11212,Laurie Midgette,PRINCIPAL,718-683-3300,718-272-1330,18,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,1400 Linden Boulevard,11212,The Cultural Arts Academy at Spring Creek Charter School,the_cultural_arts_academy_at_spring_creek_charter_school,Brooklyn,40.6541349,-73.908199,"[-73.908199,40.6541349]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/the_cultural_arts_academy_at_spring_creek_charter_school
84K793,K793,Bushwick Ascend Charter School,333200860987,Charter,General Academic,K-12 all grades,"0K,01,02,03,04","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jun 1 2010,Open,KAJP,751 KNICKERBOCKER AVENUE,BROOKLYN,NY,11221,Chester Asher,PRINCIPAL,718-240-9162,718-484-0498,32,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,751 Knickerbocker Avenue,11221,Bushwick Ascend Charter School,bushwick_ascend_charter_school,Brooklyn,40.6935307,-73.9090406,"[-73.9090406,40.6935307]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/bushwick_ascend_charter_school
84K796,K796,Lefferts Gardens Charter School,331700860967,Charter,General Academic,Elementary,"0K,01,02,03,04","0K,01,02,03,04,05",Jun 1 2010,Open,K092,601 PARKSIDE AVENUE,BROOKLYN,NY,11226,Wendy Ramos,PRINCIPAL,718-284-1480,718-284-2162,17,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,601 Parkside Avenue,11226,Lefferts Gardens Charter School,lefferts_gardens_charter_school,Brooklyn,40.65606349999999,-73.95334,"[-73.95334,40.65606349999999]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/lefferts_gardens_charter_school
84K797,K797,New Hope Academy Charter School,331800860983,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jun 1 2010,Open,KBXX,475 EAST 57 STREET,BROOKLYN,NY,11203,Keishea Allen,PRINCIPAL,718-337-8303,,18,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,K,Brooklyn,475 East 57th Street,11203,New Hope Academy Charter School,new_hope_academy_charter_school,Brooklyn,40.6437364,-73.9225755,"[-73.9225755,40.6437364]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/new_hope_academy_charter_school
84M065,M065,Democracy Prep Endurance Charter School,310500861001,Charter,General Academic,Junior High-Intermediate-Middle,"06,SE","06,07,08",Jul 1 2012,Open,M154,250 WEST 127 STREET,MANHATTAN,NY,10027,Margaret Marrer,PRINCIPAL,212-316-7602,,5,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,250 West 127th Street,10027,Democracy Prep Endurance Charter School,democracy_prep_endurance_charter_school,Manhattan,40.8110071,-73.9491304,"[-73.9491304,40.8110071]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/democracy_prep_endurance_charter_school
84M068,M068,KIPP Washington Heights Middle School,310600861013,Charter,General Academic,K-12 all grades,"05,06,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul 1 2012,Open,M090,21 JUMEL PLACE,MANHATTAN,NY,10032,Danny Swersky,PRINCIPAL,212-991-2620,,6,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,21 Jumel Place,10032,KIPP Washington Heights Middle School,kipp_washington_heights_middle_school,Manhattan,40.839443,-73.93593419999999,"[-73.93593419999999,40.839443]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/kipp_washington_heights_middle_school
84M080,M080,Manhattan Charter School II,310100861031,Charter,General Academic,Elementary,"0K,01,02,SE","0K,01,02,03,04,05",Jul 1 2012,Open,M056,220 HENRY STREET,MANHATTAN,NY,10002,Joanne Mejias/Genie Depolo,PRINCIPAL,212-964-3792,,1,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,220 Henry Street,10002,Manhattan Charter School II,manhattan_charter_school_ii,Manhattan,40.7134809,-73.98532120000002,"[-73.98532120000002,40.7134809]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/manhattan_charter_school_ii
84M085,M085,Global Community Charter School,310600861012,Charter,General Academic,Elementary,"01,SE","0K,01,02,03,04,05",Jul 1 2012,Open,MAHU,421 WEST 145 STREET,MANHATTAN,NY,10031,Phyllis Siwiec,PRINCIPAL,646-360-2363,,6,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,421 West 145th Street,10031,Global Community Charter School,global_community_charter_school,Manhattan,40.824637,-73.9458156,"[-73.9458156,40.824637]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/global_community_charter_school
84M100,M100,Neighborhood Charter School of Harlem,310500861015,Charter,General Academic,K-8,"0K,01","0K,01,02,03,04,05,06,07,08",Jul 1 2012,Open,MAKA,132 W 124 STREET,MANHATTAN,NY,10027,Brett Gallini,PRINCIPAL,646-701-7117,,5,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,132 West 124th Street,10027,Neighborhood Charter School of Harlem,neighborhood_charter_school_of_harlem,Manhattan,40.8076712,-73.9473666,"[-73.9473666,40.8076712]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/neighborhood_charter_school_of_harlem
84M168,M168,East Harlem Scholars Academy Charter School II,310400861046,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05",Jul 1 2013,Open,M013,1573 MADISON AVENUE,MANHATTAN,NY,10029,,,,,4,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,1573 Madison Avenue,10029,East Harlem Scholars Academy Charter School II,east_harlem_scholars_academy_charter_school_ii,Manhattan,40.7936799,-73.9492164,"[-73.9492164,40.7936799]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/east_harlem_scholars_academy_charter_school_ii
84M170,M170,Success Academy Charter School - Manhattan 2,310200861043,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2013,Open,M625,439 WEST 49TH STREET,MANHATTAN,NY,10019,Jenny Obiaya,PRINCIPAL,,,2,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,439 West 49th Street,10019,Success Academy Charter School - Manhattan 2,success_academy_charter_school_manhattan_2,Manhattan,40.7636131,-73.9911482,"[-73.9911482,40.7636131]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/success_academy_charter_school_manhattan_2
84M174,M174,Success Academy Charter School - Manhattan 1,310200861042,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2013,Open,M460,40 IRVING PLACE,MANHATTAN,NY,10003,Paola Zalkind,PRINCIPAL,,,2,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,40 Irving Place,10003,Success Academy Charter School - Manhattan 1,success_academy_charter_school_manhattan_1,Manhattan,40.735387,-73.9878639,"[-73.9878639,40.735387]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/success_academy_charter_school_manhattan_1
84M186,M186,Harlem Hebrew Language Charter School,310300861034,Charter,General Academic,Elementary,"0K,01","0K,01,02,03,04,05",Jul 1 2013,Open,MBFP,262 W 118TH STREET,MANHATTAN,NY,10026,,,,,3,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,262 West 118th Street,10026,Harlem Hebrew Language Charter School,harlem_hebrew_language_charter_school,Manhattan,40.805045,-73.953414,"[-73.953414,40.805045]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/harlem_hebrew_language_charter_school
84M202,M202,Great Oaks Charter School,310200861055,Charter,General Academic,High school,"06,07,08,09,10,11,12","06,07,08,09,10,11,12",Jul 1 2013,Open,MAHE,1 MONROE STREET,MANHATTAN,NY,10002,,,,,2,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,1 Monroe Street,10002,Great Oaks Charter School,great_oaks_charter_school,Manhattan,40.711453,-73.99663380000001,"[-73.99663380000001,40.711453]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/great_oaks_charter_school
84M279,M279,The Opportunity Charter School,310300860871,Charter,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Sep 8 2004,Open,M113,240 WEST 113 STREET,MANHATTAN,NY,10026,Allison Mutzel,PRINCIPAL,212-866-6137,212-665-7436,3,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,240 West 113th Street,10026,The Opportunity Charter School,the_opportunity_charter_school,Manhattan,40.8017995,-73.9551461,"[-73.9551461,40.8017995]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/the_opportunity_charter_school
84M284,M284,Harlem Children's Zone Promise Academy 1 Charter School,310500860864,Charter,General Academic,K-12 all grades,"01,02,03,04,05,06,07,08,09,10,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",Sep 8 2004,Open,M908,245 West 129th Street,New York,NY,10027,Tonya White/Shakira Petit,PRINCIPAL,212-534-0700,212-289-0661,5,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,245 West 129th Street,10027,Harlem Children's Zone Promise Academy 1 Charter School,harlem_children_s_zone_promise_academy_1_charter_school,New York,40.8115703,-73.94655060000001,"[-73.94655060000001,40.8115703]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/harlem_children_s_zone_promise_academy_1_charter_school
84M320,M320,Manhattan Charter School,310100860873,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Jul 1 2005,Open,M142,100 ATTORNEY STREET,MANHATTAN,NY,10002,Genie DePolo,PRINCIPAL,212-533-2743,212-533-2820,1,84,K01D,OFFICE OF CHARTER SCHOOLS,,,,,,,,,,,,,,,,,,,,,M,Manhattan,100 Attorney Street,10002,Manhattan Charter School,manhattan_charter_school,Manhattan,40.7180843,-73.983794,"[-73.983794,40.7180843]",http://schema.org,School,http://nyc.pediacities.com/Resource/School/manhattan_charter_school
