DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2011-2012 OVERALL GRADE,2011-2012 OVERALL SCORE,2011-12 OVERALL PERCENTILE,2011-2012 PROGRESS CATEGORY SCORE,2011-2012 PROGRESS GRADE,2011-2012 PERFORMANCE CATEGORY SCORE,2011-2012 PERFORMANCE GRADE,2011-2012 ENVIRONMENT CATEGORY SCORE,2011-2012 ENVIRONMENT GRADE,2011-2012 COLLEGE AND CAREER READINESS SCORE,2011-2012 COLLEGE AND CAREER READINESS GRADE,2011-2012 ADDITIONAL CREDIT,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
08X650,08,Jane Addams High School for Academic Careers,"Dibartolomeo, Joel",HS,High School,1.63,,,,,,,,,,,,,F,C
09X227,09,Bronx Collegiate Academy,D White,HS,High School,1.49,A,73.1,74.4,40.2,A,11.6,B,11.3,A,4.4,D,5.6,B,C
09X231,09,Eagle Academy for Young Men,Jonathan Foy,HS,High School,1.74,B,65.4,50.7,26.1,C,14.6,A,10.6,A,7.8,A,6.3,B,B
09X239,09,"Urban Assembly Academy for History and Citizenship for Young Men, The",Avis Terrell,HS,High School,1.06,,,,,,,,,,,,,,F
09X241,09,"Urban Assembly School for Applied Math and Science, The",Kenneth Baum,HS,High School,2.28,A,74.9,78.6,35.8,B,18.6,A,9.2,B,8.7,A,2.6,A,
09X250,09,Eximius College Preparatory Academy: A College Board School,Jonathan Daly,HS,High School,1.98,B,69.9,65.9,31.0,C,16.8,A,9.4,B,5.9,B,6.8,B,B
09X252,09,Mott Hall Bronx High School,Kathryn Malloy,HS,High School,2.12,B,67.0,57.5,31.8,C,16.6,A,9.0,B,5.6,C,4.0,B,A
09X260,09,Bronx Center for Science and Mathematics,Edward Tom,HS,High School,2.64,A,80.9,91.0,40.5,A,15.9,A,11.1,A,9.0,A,4.3,A,B
09X263,09,Validus Preparatory Academy: An Expeditionary Learning School,Javier Fortiche Ocampo,HS,High School,1.99,B,58.0,29.9,27.7,C,12.3,B,9.1,B,4.3,D,4.6,C,A
09X276,09,Leadership Institute,Marta Colon,HS,High School,1.50,D,46.0,7.6,22.6,D,9.5,C,6.5,D,4.6,C,2.8,C,D
09X297,09,Morris Academy for Collaborative Studies,Charles Osewalt,HS,High School,1.58,B,69.4,64.1,36.1,B,14.0,A,8.6,C,3.8,D,6.9,B,A
09X324,09,Bronx Early College Academy for Teaching & Learning,Yvette Rivera,HS,High School,2.51,,,,,,,,,,,,,,
09X329,09,DreamYard Preparatory School,Alicia Wargo,HS,High School,1.60,B,58.4,30.7,29.2,C,10.8,C,8.8,B,5.4,C,4.2,D,D
09X365,09,Academy for Language and Technology,Arisleyda Urena,HS,High School,2.31,A,77.8,84.5,47.9,A,13.4,B,10.3,B,2.5,F,3.6,A,
09X403,09,Bronx International High School,Joaquin Vega,HS,High School,1.83,A,74.2,76.6,42.1,A,11.8,B,9.4,B,4.3,D,6.6,A,A
09X404,09,School for Excellence,Carmen Bardeguez Brown,HS,High School,1.34,A,71.7,70.6,41.6,A,12.2,B,7.7,C,3.8,D,6.4,B,B
09X412,09,Bronx High School of Business,Enrique Lizardi,HS,High School,1.37,C,55.1,23.5,31.4,C,7.8,F,7.2,C,4.8,C,3.9,C,C
09X413,09,Bronx High School for Medical Science,William Quintana,HS,High School,2.74,B,60.7,39.6,29.3,C,14.4,A,9.5,B,5.9,B,1.6,C,B
09X414,09,Jonathan Levin High School for Media and Communications,Nasib Hoxha,HS,High School,1.35,D,40.3,3.4,21.7,F,5.6,F,7.8,C,3.3,F,1.9,C,C
09X505,09,"Bronx School for Law, Government and Justice",Meisha Ross-Porter,HS,High School,2.23,B,62.9,43.8,30.1,C,13.2,B,8.9,B,7.1,A,3.6,C,B
09X517,09,Frederick Douglass Academy III Secondary School,Rahesha Amon,HS,High School,1.88,B,63.5,44.8,29.5,C,15.0,A,8.1,C,5.5,C,5.4,B,B
09X525,09,Bronx Leadership Academy High School,"Kenneth Gaskins,jr.",HS,High School,1.73,B,62.6,42.5,27.3,C,13.7,B,10.1,B,7.0,A,4.5,B,B
09X543,09,High School for Violin and Dance,Franklin Sim,HS,High School,1.73,B,64.4,47.9,24.4,D,17.2,A,6.3,D,7.9,A,8.6,A,A
10X141,10,Riverdale / Kingsbridge Academy (Middle School / High School 141),Lori O'mara,HS,High School,2.38,B,69.2,64.5,35.8,B,15.2,A,6.9,D,7.5,A,3.8,A,A
10X213,10,Bronx Engineering and Technology Academy,Karalyne Sperling,HS,High School,1.73,B,66.6,55.7,28.4,C,14.9,A,7.4,C,7.3,A,8.6,C,A
10X225,10,Theatre Arts Production Company School,Lynn Passarella,HS,High School,2.38,B,63.0,43.8,30.2,C,16.9,A,6.7,D,6.3,B,2.9,,
10X237,10,"The Marie Curie School for Medicine, Nursing, and Health Professions",Rodney Fisher,HS,High School,2.17,C,55.8,24.3,27.0,C,14.1,A,6.7,D,5.3,C,2.7,B,A
10X243,10,West Bronx Academy for the Future,Wilper Morales,HS,High School,1.85,C,56.2,25.1,28.6,C,10.1,C,6.5,D,5.3,C,5.7,C,C
10X268,10,Kingsbridge International High School,Ronald Newlon,HS,High School,1.84,B,60.0,37.0,34.7,B,6.1,F,10.8,A,3.8,D,4.6,B,B
10X284,10,Bronx School of Law and Finance,Evan Schwartz,HS,High School,1.97,B,59.6,34.5,32.2,B,12.0,B,7.1,C,4.3,D,4.0,B,B
10X342,10,International School for Liberal Arts,Migdalia Carrillo,HS,High School,2.17,A,70.3,66.2,37.7,B,9.8,C,10.7,A,4.7,C,7.4,C,B
10X368,10,In-Tech Academy (M.S. / High School 368),Yvette Allen,HS,High School,2.47,C,57.9,29.3,30.2,C,11.8,B,7.9,C,4.7,C,3.3,C,B
10X374,10,Knowledge and Power Preparatory Academy International High School (Kappa),Panorea Panagiosoulis,HS,High School,2.36,B,63.2,44.4,32.6,B,11.7,B,9.3,B,6.2,B,3.4,A,
10X397,10,English Language Learners and International Support Preparatory Academy (ELLIS),Norma Vega,HS,High School,1.39,C,49.8,14.1,19.8,F,5.1,F,10.1,B,4.7,C,10.1,,
10X433,10,High School for Teaching and the Professions,Gary Prince,HS,High School,1.65,B,64.8,48.3,34.6,B,10.9,C,9.5,B,5.2,C,4.6,B,A
10X434,10,Belmont Preparatory High School,Stephen Joseph Gumbs,HS,High School,1.87,B,64.0,46.3,33.1,B,12.1,B,7.4,C,5.8,B,5.6,A,A
10X437,10,Fordham High School for the Arts,Iris Blige,HS,High School,1.74,A,73.9,75.8,33.5,B,15.7,A,12.8,A,5.6,C,6.3,A,A
10X438,10,Fordham Leadership Academy for Business and Technology,Mary Ann Tucker,HS,High School,1.60,F,39.6,2.8,16.3,F,8.0,D,5.9,F,5.7,C,3.7,D,C
10X439,10,Bronx High School for Law and Community Service,Michael Barakat,HS,High School,1.65,C,51.5,15.8,22.9,D,10.0,C,7.8,C,5.0,C,5.7,B,D
10X440,10,DeWitt Clinton High School,Geraldine Ambrosio,HS,High School,1.94,F,37.2,2.0,17.4,F,7.1,F,3.9,F,6.0,B,2.8,F,C
10X442,10,"Celia Cruz Bronx High School of Music, The","William Rodriguez, Ed.D.",HS,High School,2.66,B,65.1,49.3,32.4,B,13.3,B,7.8,C,6.7,B,4.9,C,B
10X445,10,Bronx High School of Science,Valerie Reidy,HS,High School,3.89,A,81.0,91.6,43.5,A,18.4,A,9.1,B,10.0,A,0.0,A,A
10X475,10,John F. Kennedy High School,Lisa Luft,HS,High School,1.49,,,,,,,,,,,,,,D
10X477,10,Marble Hill High School for International Studies,Kirsten Larson,HS,High School,2.56,A,90.9,97.8,47.8,A,17.8,A,11.0,A,7.4,A,6.9,A,A
10X524,10,Crotona International High School,Jesseca Long,HS,High School,1.95,,,,,,,,,,,,,,
10X546,10,Bronx Theatre High School,Charles Gallo,HS,High School,2.05,B,68.6,62.3,34.0,B,13.0,B,12.6,A,4.3,D,4.7,C,C
10X549,10,Discovery High School,Rolando Rivera,HS,High School,1.67,A,76.6,82.8,41.2,A,12.0,B,10.9,A,7.3,A,5.2,A,A
10X660,10,Grace Dodge Career and Technical Education High School,John Tornifolio,HS,High School,1.44,,,,,,,,,,,,,F,D
10X696,10,High School of American Studies at Lehman College,Mr. Alessandro Weiss,HS,High School,3.75,A,88.9,96.3,47.8,A,18.0,A,13.1,A,9.9,A,0.1,A,A
11X253,11,Bronx High School for Writing and Communication Arts,Terri Lynn Grey,HS,High School,1.73,C,52.8,18.4,25.6,D,9.9,C,8.2,C,5.1,C,4.0,C,C
11X265,11,Bronx Lab School,Christophe Lagares,HS,High School,2.11,B,59.3,33.5,33.6,B,9.7,C,9.5,B,3.7,D,2.8,C,B
11X270,11,Academy for Scholarship and Entrepreneurship: A College Board School,Zenobia White,HS,High School,1.77,B,59.9,36.4,32.7,B,12.5,B,6.1,D,4.7,C,3.9,D,C
11X275,11,High School of Computers and Technology,Bruce Abramowitz,HS,High School,1.92,A,90.6,97.5,44.7,A,17.8,A,11.1,A,7.8,A,9.2,A,A
11X288,11,Collegiate Institute for Math and Science,Shadia Alvarez,HS,High School,2.55,B,69.7,65.4,34.8,B,14.1,A,10.5,A,8.3,A,1.9,A,A
11X290,11,Bronx Academy of Health Careers,Marvia Lindsay,HS,High School,1.79,A,74.6,77.4,37.5,B,13.4,B,10.5,A,7.0,A,6.2,A,A
11X299,11,Astor Collegiate Academy,Sandra Burgos,HS,High School,1.87,B,58.3,31.0,29.5,C,12.1,B,7.7,C,4.6,C,4.4,C,B
11X415,11,Christopher Columbus High School,Lisa Fuentes,HS,High School,1.24,,,,,,,,,,,,,,D
11X418,11,Bronx High School for the Visual Arts,G Jones,HS,High School,1.80,C,52.8,18.4,19.9,F,12.6,B,9.4,B,7.5,A,3.4,C,B
11X455,11,Harry S Truman High School,Sana Nasser,HS,High School,1.33,A,71.0,69.3,32.5,B,15.1,A,8.6,C,7.3,A,7.5,B,B
11X508,11,Bronxdale High School,John Chase Jr,HS,High School,2.04,,,,,,,,,,,,,,
11X509,11,High School for Language and Innovation,Julie Nariman,HS,High School,2.08,,,,,,,,,,,,,,
11X513,11,New World High School,Fausto Salazar,HS,High School,2.16,A,85.1,94.7,42.6,A,14.6,A,11.6,A,7.3,A,9.0,B,A
11X514,11,The Bronxwood Preparatory Academy,Janet Gallardo,HS,High School,1.57,C,55.0,23.2,30.5,C,7.2,F,10.2,B,3.3,F,3.8,C,B
11X541,11,Global Enterprise High School,Sandra Maldonado,HS,High School,1.66,,,,,,,,,,,,,,C
11X542,11,Pelham Preparatory Academy,Carlos Santiago,HS,High School,2.32,B,68.9,63.4,30.7,C,16.5,A,10.4,B,7.2,A,4.1,B,A
11X544,11,High School for Contemporary Arts,Francisco Sanchez,HS,High School,1.68,B,69.7,64.7,34.3,B,15.4,A,9.3,B,4.8,C,5.8,A,A
11X545,11,Bronx Aerospace High School,Barbara Kirkweg,HS,High School,1.55,A,78.0,85.9,36.8,B,16.9,A,7.5,C,8.2,A,8.6,,
12X242,12,Mott Hall V,Peter Oroszlany,HS,High School,2.25,,,,,,,,,,,,,,
12X245,12,New Day Academy,Mara Ganeles,HS,High School,1.53,,,,,,,,,,,,,,F
12X248,12,"Metropolitan High School, The",Carla Theodorou,HS,High School,1.62,A,87.5,96.1,44.9,A,15.5,A,12.6,A,5.6,C,8.9,A,A
12X251,12,Explorations Academy,Susana Hernandez,HS,High School,1.47,A,70.6,67.3,33.8,B,13.8,B,8.7,B,6.1,B,8.2,B,A
12X262,12,Performance Conservatory High School,Eulynis Matthias Fridie,HS,High School,1.19,,,,,,,,,,,,,,F
12X267,12,Bronx Latin,Leticia Pineiro,HS,High School,1.91,A,84.4,94.4,42.2,A,16.3,A,12.3,A,8.5,A,5.1,A,
12X271,12,East Bronx Academy for the Future,Sarah Scrogin,HS,High School,1.68,B,67.5,59.2,30.4,C,15.8,A,9.2,B,4.2,D,7.8,B,B
12X278,12,Peace and Diversity Academy,Andrew Turay,HS,High School,1.51,D,44.2,5.7,20.7,F,7.0,F,10.2,B,4.0,D,2.3,C,C
12X372,12,Urban Assembly School for Wildlife Conservation,Mark Ossenheimer,HS,High School,1.95,,,,,,,,,,,,,,
12X388,12,Pan American International High School at Monroe,Bridgit Claire Bye,HS,High School,1.72,A,79.0,87.0,46.5,A,9.9,C,10.4,B,4.5,C,7.7,,
12X478,12,THE CINEMA SCHOOL,Rex Bobbish,HS,High School,2.79,,,,,,,,,,,,,,
12X479,12,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,Kizhaya Roberts,HS,High School,1.37,,,,,,,,,,,,,,
12X511,12,Bronx Envision Academy,Emily Shu,HS,High School,1.74,,,,,,,,,,,,,,
12X521,12,The Metropolitan Soundview High School,Michael Lanaghan,HS,High School,1.81,,,,,,,,,,,,,,
12X550,12,High School of World Cultures,Ramon Namnun,HS,High School,1.99,B,59.2,32.8,24.5,D,13.1,B,9.6,B,4.1,D,7.9,B,A
12X682,12,Fannie Lou Hamer Freedom High School,Nancy Mann,HS,High School,1.55,B,64.4,47.7,27.9,C,14.4,A,11.1,A,4.2,D,6.8,A,A
12X684,12,Wings Academy,Wayne Cox,HS,High School,1.71,C,52.7,17.8,25.4,D,9.8,C,8.0,C,5.0,C,4.5,C,B
12X690,12,Monroe Academy for Business/Law,Charles Ogundimu,HS,High School,1.54,,,,,,,,,,,,,,C
12X692,12,Monroe Academy for Visual Arts & Design,Richard J. Massel,HS,High School,1.53,C,57.1,27.9,33.2,B,8.8,D,6.6,D,2.9,F,5.6,B,A
13K265,13,Dr. Susan S. McKinney Secondary School of the Arts,Paula Holmes,HS,High School,2.30,B,61.7,41.0,29.3,C,15.1,A,6.6,D,5.7,C,5.0,B,A
13K336,13,Academy of Business and Community Development,Simone A. Mcintosh,HS,High School,0.76,,,,,,,,,,,,,,
13K350,13,Urban Assembly High School of Music and Art,Paul Thompson,HS,High School,1.70,B,58.6,31.1,28.5,C,12.8,B,7.8,C,4.9,C,4.6,D,B
13K412,13,"Brooklyn Community High School of Communication, Arts and Media",James O'brien,HS,High School,1.93,B,58.1,29.1,31.9,B,9.6,C,7.4,C,4.2,D,5.0,C,C
13K419,13,"Science Skills Center High School for Science, Technology and the Creative Arts",Judy Henry,HS,High School,2.11,B,66.4,54.0,35.3,B,12.2,B,8.0,C,7.6,A,3.3,A,A
13K430,13,Brooklyn Technical High School,Randy Asher,HS,High School,3.82,B,68.1,60.9,38.3,B,14.9,A,5.2,F,9.6,A,0.1,B,B
13K439,13,Brooklyn International High School,Pamela Taranto,HS,High School,2.33,A,93.3,98.9,50.2,A,15.4,A,14.2,A,5.0,C,8.5,A,A
13K483,13,The Urban Assembly School for Law and Justice,Shannon Curran,HS,High School,2.43,A,76.4,82.3,39.0,A,16.4,A,10.6,A,7.1,A,3.3,B,A
13K499,13,ACORN Community High School,Andrea Piper,HS,High School,1.83,B,64.2,46.6,31.8,C,14.6,A,8.3,C,4.2,D,5.3,B,A
13K509,13,Freedom Academy High School,Alyson Forde,HS,High School,1.69,F,37.9,2.3,13.6,F,10.7,C,4.1,F,6.4,B,3.1,F,B
13K527,13,Urban Assembly Institute of Math and Science for Young Women,Kiri Soares,HS,High School,2.40,,,,,,,,,,,,,,
13K595,13,Bedford Academy High School,Adofo Muhammad,HS,High School,3.01,A,81.9,92.4,45.6,A,16.1,A,11.2,A,6.4,B,2.6,A,A
13K605,13,George Westinghouse Career and Technical Education High School,Janine Kieran,HS,High School,1.99,C,49.9,14.1,26.9,C,8.9,D,5.6,F,4.5,C,4.0,D,D
13K670,13,Benjamin Banneker Academy,Deonca Renee,HS,High School,3.19,B,59.6,35.5,33.0,B,13.7,B,6.3,D,6.2,B,0.4,B,B
13K674,13,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",Chris Aguirre,HS,High School,2.24,,,,,,,,,,,,,,
14K071,14,Juan Morel Campos Secondary School,Howard Fineman,HS,High School,1.51,C,52.7,17.8,29.3,C,7.2,F,6.5,D,4.4,D,5.3,C,C
14K322,14,Foundations Academy,Jimmy Molina,HS,High School,0.90,F,38.3,2.5,15.9,F,6.8,F,5.6,F,4.7,C,5.3,,
14K449,14,"Brooklyn Latin School, The",Jason Griffiths,HS,High School,3.63,B,69.8,65.0,34.9,B,14.5,A,11.8,A,8.6,A,0.0,B,B
14K454,14,Green School: An Academy for Environmental Careers,Cara Tait,HS,High School,1.82,B,61.6,40.7,28.7,C,12.2,B,6.5,D,5.8,B,8.3,B,C
14K474,14,PROGRESS High School for Professional Careers,William Jusino,HS,High School,2.05,B,62.5,42.1,31.5,C,13.1,B,9.2,B,4.2,D,4.5,C,B
14K477,14,School for Legal Studies,Monica Ortiz,HS,High School,2.12,C,47.3,9.3,18.1,F,9.6,C,7.4,C,7.4,A,4.8,D,D
14K478,14,"The High School for Enterprise, Business and Technology",Holger Carrillo,HS,High School,2.28,B,68.2,61.1,32.3,B,16.2,A,8.3,C,6.3,B,5.0,A,A
14K488,14,Brooklyn Preparatory High School,Noah Lansner,HS,High School,2.13,A,70.7,67.0,35.3,B,16.0,A,8.9,B,5.3,C,5.2,B,A
14K558,14,Williamsburg High School for Architecture and Design,Gill Cornell,HS,High School,2.14,A,93.4,99.2,49.4,A,17.5,A,12.8,A,6.4,B,7.3,A,A
14K561,14,Williamsburg Preparatory School,Michael Shadrick,HS,High School,2.35,A,82.7,93.5,41.8,A,17.8,A,10.9,A,6.6,B,5.6,A,A
14K586,14,Lyons Community School,Taeko Onishi,HS,High School,1.68,B,65.8,52.3,33.9,B,13.0,B,10.7,A,3.2,F,5.0,A,
14K610,14,Automotive High School,Caterina Lafergola,HS,High School,1.38,C,53.7,20.1,21.3,F,14.1,A,3.3,F,6.4,B,8.6,C,C
14K614,14,Young Women's Leadership School of Brooklyn,Talana Bradley,HS,High School,2.52,,,,,,,,,,,,,,
14K632,14,Frances Perkins Academy,"Santana, Jocelyn",HS,High School,1.44,A,81.0,91.6,43.6,A,13.5,B,9.9,B,4.0,D,10.0,,
14K685,14,El Puente Academy for Peace and Justice,Wanda Vazquez,HS,High School,1.63,A,81.8,92.1,44.8,A,15.4,A,11.4,A,3.4,F,6.8,A,A
15K429,15,Brooklyn School for Global Studies,Joseph O'brien,HS,High School,1.75,B,58.1,29.6,30.4,C,13.3,B,6.1,D,3.8,D,4.5,B,F
15K448,15,Brooklyn Secondary School for Collaborative Studies,Alyce Barr,HS,High School,2.05,A,70.7,67.8,28.7,C,18.0,A,8.4,C,6.6,B,9.0,A,A
15K462,15,Secondary School for Law,Oneatha Swinton,HS,High School,2.32,C,54.6,22.3,28.5,C,10.8,C,7.2,C,4.8,C,3.3,C,C
15K463,15,Secondary School for Journalism,Abbie Reif,HS,High School,2.08,C,51.1,15.3,27.2,C,9.6,C,7.8,C,4.4,D,2.1,B,B
15K464,15,Park Slope Collegiate,Jill Bloomberg,HS,High School,2.02,C,48.4,11.9,19.7,F,10.2,C,7.5,C,7.4,A,3.6,D,C
15K497,15,School for International Studies,Fred Walsh,HS,High School,2.18,B,60.3,39.2,29.3,C,12.0,B,9.6,B,6.4,B,3.0,,
15K519,15,Cobble Hill School of American Studies,Annamaria Mule,HS,High School,1.70,B,60.2,38.6,30.8,C,11.9,B,7.4,C,5.0,C,5.1,B,B
15K530,15,Metropolitan Corporate Academy High School,Lennel George,HS,High School,1.49,,,,,,,,,,,,,,C
15K656,15,Brooklyn High School of the Arts,Margaret Lacey Berman,HS,High School,2.65,C,54.3,21.8,30.4,C,11.7,B,5.2,F,4.7,C,2.3,B,C
15K667,15,SUNSET PARK HIGH SCHOOL,Corinne Vinal,HS,High School,1.97,,,,,,,,,,,,,,
15K684,15,Millennium Brooklyn HS,Lisa Gioe,HS,High School,3.17,,,,,,,,,,,,,,
16K393,16,Frederick Douglass Academy IV Secondary School,Elvin Crespo,HS,High School,1.86,D,42.3,4.2,24.7,D,9.7,C,2.6,F,2.7,F,2.5,C,B
16K455,16,Boys and Girls High School,Bernard Gassaway,HS,High School,1.44,F,33.4,1.1,15.9,F,5.9,F,6.2,D,2.4,F,3.0,F,C
16K498,16,Brooklyn High School for Law and Technology,Michael Prayor,HS,High School,1.69,A,72.1,72.4,34.5,B,13.9,B,11.5,A,4.7,C,7.5,B,A
16K594,16,Gotham Professional Arts Academy,Alexander White,HS,High School,1.87,B,66.3,54.7,33.7,B,11.4,C,9.9,B,4.7,C,6.5,F,
16K688,16,The Brooklyn Academy of Global Finance,Kavita Gupta,HS,High School,1.62,,,,,,,,,,,,,,
17K122,17,Pathways in Technology Early College High School (P-Tech),Rashid Davis,HS,High School,2.39,,,,,,,,,,,,,,
17K382,17,Academy for College Preparation and Career Exploration: A College Board School,Doris Unger,HS,High School,2.09,B,66.4,54.5,33.8,B,15.0,A,6.3,D,6.0,B,5.3,D,B
17K408,17,Academy of Hospitality and Tourism,Adam Breier,HS,High School,1.72,C,57.0,26.6,24.4,D,11.9,B,5.8,F,7.2,A,7.7,B,D
17K524,17,International High School at Prospect Heights,Nedda De Castro,HS,High School,2.04,A,76.3,81.6,43.7,A,6.8,F,13.0,A,4.1,D,8.7,A,B
17K528,17,The High School for Global Citizenship,Michelle Rochon,HS,High School,1.79,C,48.0,11.3,19.4,F,13.6,B,7.6,C,4.1,D,3.3,C,C
17K531,17,"School for Human Rights, The",Michael Alexander,HS,High School,2.11,A,79.8,88.5,36.5,B,16.9,A,14.5,A,4.8,C,7.1,A,A
17K533,17,School for Democracy and Leadership,James Olearchik,HS,High School,1.86,C,47.8,10.4,22.8,D,11.3,C,4.4,F,6.3,B,3.0,D,C
17K537,17,High School for Youth and Community Development at Erasmus,Mary Prendergast,HS,High School,1.73,A,71.2,70.1,37.3,B,12.4,B,9.1,B,6.1,B,6.3,C,C
17K539,17,High School for Service & Learning at Erasmus,Peter Fabianski,HS,High School,1.71,A,75.1,80.0,38.1,B,15.2,A,9.5,B,6.1,B,6.2,A,A
17K543,17,"Science, Technology and Research Early College High School at Erasmus",Dr. Eric L. Blake,HS,High School,3.09,A,79.6,88.1,45.2,A,15.1,A,10.9,A,8.0,A,0.4,B,A
17K544,17,International Arts Business School,Ms. Sheila Hanley,HS,High School,1.79,,,,,,,,,,,,,F,C
17K546,17,High School for Public Service: Heroes of Tomorrow,Ben Shuldiner,HS,High School,2.87,A,72.6,73.8,37.1,B,16.6,A,11.1,A,5.9,B,1.8,A,A
17K547,17,Brooklyn Academy of Science and the Environment,Veronica Peterson,HS,High School,2.28,C,52.9,18.6,27.2,C,10.5,C,6.4,D,5.1,C,3.7,B,A
17K548,17,Brooklyn School for Music & Theatre,Pamela Randazzo-Dorcely,HS,High School,2.23,B,60.2,38.4,32.7,B,13.1,B,7.7,C,3.8,D,2.9,B,A
17K590,17,Medgar Evers College Preparatory School,Dr. Michael A. Wiltshire,HS,High School,3.26,B,61.4,40.1,31.6,C,15.6,A,7.6,C,6.3,B,0.3,B,B
17K600,17,Clara Barton High School,Dr. Richard A. Forman,HS,High School,2.31,C,51.5,15.8,25.9,C,10.7,C,6.3,D,6.5,B,2.1,C,C
17K625,17,Paul Robeson High School,Ronald Williams Wells,HS,High School,1.17,,,,,,,,,,,,,,C
17K751,17,ACADEMY FOR HEALTH CAREERS,Deonne Martin,HS,High School,1.96,,,,,,,,,,,,,,
18K563,18,It Takes a Village Academy,Marina Vinitskaya,HS,High School,1.87,A,98.7,100.0,46.1,A,18.7,A,12.6,A,8.4,A,12.9,A,
18K566,18,Brooklyn Generation School,Lydia Colon Bomani,HS,High School,1.69,C,55.6,24.0,32.1,B,8.7,D,6.9,D,2.0,F,5.9,C,
18K567,18,Brooklyn Theatre Arts High School,Amy Murphy,HS,High School,1.75,C,47.9,10.5,26.0,C,10.1,C,3.3,F,3.4,F,5.1,A,
18K569,18,Kurt Hahn Expeditionary Learning School,Matt Brown,HS,High School,1.79,A,72.4,73.2,33.0,B,15.2,A,10.1,B,8.1,A,6.0,C,
18K576,18,Victory Collegiate High School,Marcel D. Deans,HS,High School,1.93,A,76.8,83.6,36.6,B,18.9,A,11.4,A,5.0,C,4.9,A,
18K589,18,Arts & Media Preparatory Academy,Robert Hall,HS,High School,1.93,C,48.9,13.0,22.9,D,12.0,B,6.6,D,2.8,F,4.6,B,
18K617,18,High School for Innovation in Advertising and Media,Adaleza Michelena,HS,High School,1.82,C,51.6,16.1,26.7,C,10.1,C,7.8,C,4.6,C,2.3,,
18K629,18,Cultural Academy for the Arts and Sciences,Diane Varano,HS,High School,1.79,B,67.0,57.5,32.8,B,13.4,B,10.4,B,6.2,B,4.2,,
18K633,18,High School for Medical Professions,Joseph Scarmato,HS,High School,2.45,A,74.5,77.2,42.5,A,18.1,A,7.7,C,3.0,F,3.2,,
18K637,18,Academy for Conservation and the Environment,Eugene Mazzola,HS,High School,1.69,C,48.7,12.7,27.7,C,8.0,D,7.3,C,1.7,F,4.0,,
18K642,18,Urban Action Academy,Abe Correa,HS,High School,1.84,C,47.1,9.0,26.1,C,7.7,F,7.1,C,2.0,F,4.2,,
19K404,19,Academy for Young Writers,Courtney Winkfield,HS,High School,2.02,B,59.7,35.5,27.8,C,15.2,A,8.6,C,4.5,C,3.6,,
19K409,19,East New York Family Academy,Sheila Richards,HS,High School,2.93,C,48.8,12.7,27.8,C,9.2,D,6.7,D,4.4,D,0.7,C,B
19K420,19,Franklin K. Lane High School,Marlon Bynum,HS,High School,1.31,,,,,,,,,,,,,,
19K502,19,FDNY High School for Fire and Life Safety,James Anderson,HS,High School,1.70,B,66.4,54.8,37.7,B,11.6,B,8.8,B,2.3,F,6.0,,
19K504,19,High School for Civil Rights,Michael S. Steele,HS,High School,1.63,C,51.9,16.7,22.6,D,12.6,B,8.1,C,3.3,F,5.3,B,B
19K507,19,Performing Arts and Technology High School,Reginald Richardson,HS,High School,1.74,B,59.9,36.3,32.8,B,12.0,B,6.7,D,4.2,D,4.2,B,B
19K510,19,World Academy for Total Community Health High School,Kim Wanliss,HS,High School,1.80,B,59.4,33.5,36.9,B,11.3,C,3.7,F,5.2,C,2.3,C,B
19K583,19,Multicultural High School,Alexandra Hernandez,HS,High School,1.88,D,43.0,4.5,27.2,C,1.0,F,9.8,B,1.5,F,3.5,C,
19K615,19,Transit Tech Career and Technical Education High School,Neil Harris,HS,High School,2.09,C,56.8,25.7,26.3,C,13.7,B,6.8,D,6.0,B,4.0,B,B
19K618,19,Academy of Innovative Technology,Cynthia Fowlkes,HS,High School,1.76,B,66.8,56.3,30.3,C,11.4,C,9.0,B,7.6,A,8.5,,
19K639,19,Brooklyn Lab School,Renel Piton,HS,High School,1.61,D,43.1,4.8,23.6,D,7.3,F,5.1,F,3.8,D,3.3,,
19K659,19,Cypress Hills Collegiate Preparatory School,Alex Maysonet,HS,High School,1.92,D,45.2,6.8,22.4,D,7.7,F,7.3,C,4.1,D,3.7,D,F
19K660,19,W. H. Maxwell Career and Technical Education High School,Jocelyn Badette,HS,High School,1.21,B,65.7,51.7,36.4,B,12.2,B,8.2,C,3.7,D,5.2,A,B
19K683,19,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS",Janice Ross,HS,High School,1.77,A,81.5,91.8,44.0,A,18.3,A,11.4,A,4.1,D,3.7,,
20K445,20,New Utrecht High School,Maureen Goldfarb,HS,High School,2.14,B,68.7,62.4,32.8,B,12.6,B,6.8,D,8.9,A,7.5,B,B
20K485,20,High School of Telecommunication Arts and Technology,Philip Weinberg,HS,High School,2.36,A,78.9,86.7,38.3,B,16.0,A,10.5,A,9.3,A,4.8,A,A
