the_geom,ats_code,boro,boronum,loc_code,schoolname,sch_type,managed_by,geo_distri,admin_dist,address,state_code,zip,principal,prin_ph,fax,grades,city,cartodb_id,created_at,updated_at
0101000020E6100000B55FC80E827952C0F58555966A694440,12X480      ,X,2,X480,BRONX REGIONAL HIGH SCHOOL,High school,1,12,12,1010 REV. J. A. POLITE AVENUE,NY,10459,COLIN THOMAS,718-991-2020,718-617-0257,"10,11,12",BRONX,1354,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000005A5FFF38637B52C0C9BB56D3B5684440,07X500      ,X,2,X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,Secondary School,1,7,7,475 GRAND CONCOURSE,NY,10451,NICHOLAS PAARLBERG,718-518-4333,718-518-4321,"06,07,08,09,10,11,12,SE",BRONX,1355,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000008725BBDDD07A52C06CD214EDEB694440,09X505      ,X,2,X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",Secondary School,1,9,9,244 EAST 163 STREET,NY,10451,Meisha Ross-Porter,718-410-3430,718-410-3950,"06,07,08,09,10,11,12,SE",BRONX,1356,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000090813A9B957652C0A116D3D2AD714440,11X513      ,X,2,X513,NEW WORLD HIGH SCHOOL,High school,1,11,11,921 EAST 228TH STREET,NY,10466,FAUSTO SALAZAR,718-696-3800,718-696-3801,"09,10,11,12",BRONX,1357,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E7ADE467917652C0F3620A72AB714440,11X514      ,X,2,X514,SPORTS PROFESSIONS HIGH SCHOOL,High school,1,11,11,921 EAST 228TH STREET,NY,10466,JANET GALLARDO,718-696-3820,718-696-3821,"09,10,11,12,SE",BRONX,1358,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A9399ADDD87952C034B06474BF6A4440,09X517      ,X,2,X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,Secondary School,1,9,9,3630 THIRD AVENUE,NY,10456,RAHESHA AMON,718-538-9726,718-538-9796,"06,07,08,09,10,11,12,SE",BRONX,1359,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000003517DBB8617852C0270378D415694440,08X519      ,X,2,X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,High school,1,8,8,1440 STORY AVENUE,NY,10473,Ms. Grismaldy Laboy-Wilson,718-860-5110,718-860-5081,"09,10,11,12,SE",BRONX,1360,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000011063627367A52C0E3124E04D2674440,07X520      ,X,2,X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,High school,1,7,7,470 JACKSON AVENUE,NY,10455,LEBA COLLINS AUGONE,718-585-4024,718-585-4239,"09,10,11,12,SE",BRONX,1361,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000086939590CA7952C07C122BD8F26B4440,09X525      ,X,2,X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,High school,1,9,9,1710 WEBSTER AVENUE,NY,10457,"Kenneth Gaskins,Jr.",718-299-4274,718-299-4707,"09,10,11,12,SE",BRONX,1362,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000037F4A7D5797952C009EDDBA3AC684440,08X530      ,X,2,X530,BANANA KELLY HIGH SCHOOL,High school,1,8,8,965 LONGWOOD AVENUE,NY,10459,JOSHUA LAUB,718-860-1242,718-860-1934,"09,10,11,12,SE",BRONX,1363,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F8934C22C77652C0A9B5B02914694440,08X540      ,X,2,X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,High school,1,8,8,1980 LAFAYETTE AVENUE,NY,10473,JOHN TORNIFOLIO,718-892-2054,718-892-3580,"09,10,11,12,SE",BRONX,1364,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D2B1792A0F7752C0C3A398AB136E4440,11X542      ,X,2,X542,PELHAM PREPARATORY ACADEMY,High school,1,11,11,925 ASTOR AVENUE,NY,10469,JANE ARONOFF,718-944-3401,718-944-3479,"09,10,11,12,SE",BRONX,1366,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000736B713D57952C0CBD7D96BDC694440,09X543      ,X,2,X543,HIGH SCHOOL FOR VIOLIN AND DANCE,High school,1,9,9,1110 BOSTON ROAD,NY,10456,Franklin Sim,718-842-0687,718-589-9849,"09,10,11,12,SE",BRONX,1367,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000090BBDA3A1C7752C0EC38765301704440,11X544      ,X,2,X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,High school,1,11,11,800 EAST GUN HILL ROAD,NY,10467,FRANCISCO SANCHEZ,718-944-5610,718-944-5650,"09,10,11,12,SE",BRONX,1368,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A44EC6F11E7752C032B52BD1F86F4440,11X545      ,X,2,X545,BRONX AEROSPACE HIGH SCHOOL,High school,1,11,11,800 EAST GUN HILL ROAD,NY,10467,BARBARA KIRKWEG,718-696-6010,718-696-6030,"09,10,11,12,SE",BRONX,1369,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000049EE1CD46D7A52C099E566F65D704440,10X546      ,X,2,X546,BRONX THEATRE HIGH SCHOOL,High school,1,10,10,99 TERRACE VIEW AVENUE,NY,10463,DEBORAH EFFINGER,718-329-2902,718-329-0433,"09,10,11,12,SE",BRONX,1370,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000313B065B677952C00B25DA85686F4440,10X549      ,X,2,X549,DISCOVERY HIGH SCHOOL,High school,1,10,10,2780 RESERVOIR AVENUE,NY,10468,ROLANDO RIVERA,718-733-3872,718-733-3621,"09,10,11,12,SE",BRONX,1371,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C593ABBD3A7852C0D6B553DE786A4440,12X550      ,X,2,X550,HIGH SCHOOL OF WORLD CULTURES,High school,1,12,12,1300 BOYNTON AVENUE,NY,10472,RAMON NAMNUN,718-860-8120,718-893-7152,"09,10,11,12",BRONX,1372,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000702B6A833F7B52C03ADED6FA2E684440,07X551      ,X,2,X551,BRONX ACADEMY OF LETTERS,Secondary School,1,7,7,339 MORRIS AVENUE,NY,10451,ANNA HALL,718-401-4891,718-401-6626,"06,07,08,09,10,11,12,SE",BRONX,1373,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000009E8CAD735B7852C07CC2E73817694440,08X560      ,X,2,X560,HIGH SCHOOL X560 - BRONX ACADEMY HIGH SCHOOL,High school,1,8,8,1440 STORY AVENUE,NY,10473,Gary Eisinger,718-860-5060,718-860-5063,"10,11,12",BRONX,1374,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000079DC326CDF7A52C07F54F82BC0684440,07X600      ,X,2,X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIG,High school,1,7,7,333 EAST 151 STREET,NY,10451,RENE CASSANOVA,718-993-5000,718-292-1944,"09,10,11,12,SE",BRONX,1375,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000020C942B8C37952C04715885D2F694440,08X650      ,X,2,X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,High school,1,8,8,900 TINTON AVENUE,NY,10456,SHARRON SMALLS,718-292-4513,718-292-1947,"09,10,11,12,SE",BRONX,1376,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007A05C0C4127A52C0628BB817C3674440,07X655      ,X,2,X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH,High school,1,7,7,455 SOUTHERN BLVD,NY,10455,JOYCE MILLS KITTRELL,718-665-0950,718-292-3164,"09,10,11,12,SE",BRONX,1377,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A833F2117A7852C0E7F06BFC836D4440,10X660      ,X,2,X660,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SC,High school,1,10,10,2474 CROTONA AVENUE,NY,10458,ROBERTO HERNANDEZ,718-584-2700,718-584-7490,"09,10,11,12,SE",BRONX,1378,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002197561B887B52C036AD593670684440,07X670      ,X,2,X670,HEALTH OPPORTUNITIES HIGH SCHOOL,High school,1,7,7,350 GERARD AVENUE,NY,10451,CARRON STAPLE,718-401-1826,718-401-1632,"09,10,11,12,SE",BRONX,1379,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000027230B43B37852C014B3814A5C6A4440,12X682      ,X,2,X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,High school,1,12,12,1021 JENNINGS STREET,NY,10460,NANCY MANN,718-861-0521,718-861-0619,"09,10,11,12,SE",BRONX,1380,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000058A79B2D037852C02BAA63DCB56B4440,12X684      ,X,2,X684,WINGS ACADEMY,High school,1,12,12,1122 EAST 180 STREET,NY,10460,WAYNE COX,718-597-1751,718-931-8366,"09,10,11,12,SE",BRONX,1381,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000008841818B347852C0739872BB806A4440,12X690      ,X,2,X690,MONROE ACADEMY FOR BUSINESS/LAW,High school,1,12,12,1300 BOYNTON AVENUE,NY,10472,Charles Ogundimu,718-860-8140,718-893-3262,"09,10,11,12,SE",BRONX,1382,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000003AB7CEB26E7752C04FC5E01E406B4440,12X691      ,X,2,X691,BRONX LITTLE SCHOOL,Elementary,1,12,12,1827 ARCHER STREET,NY,10460,JANICE GORDON,718-792-2650,718-792-4149,"PK,0K,01,02,03,04,05,SE",BRONX,1383,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000BD2733FE397852C0D65B74A8736A4440,12X692      ,X,2,X692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,High school,1,12,12,1300 BOYNTON AVENUE,NY,10472,Richard J. Massel,718-860-8160,718-860-8110,"09,10,11,12,SE",BRONX,1384,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000EBA851184A7952C0C56E4745F86F4440,10X696      ,X,2,X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,High school,1,10,10,2925 GOULDEN AVENUE,NY,10468,Mr. Alessandro Weiss,718-329-2144,718-329-0792,"09,10,11,12",BRONX,1385,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000440A1A7AA07952C050B986055C6B4440,84X703,X,2,X703,BRONX PREP CHARTER SCHOOL,Secondary School,2,9,84,3872 THIRD AVENUE,NY,10457,Jacqueline King-Robinson,718-294-0841,718-294-2381,"05,06,07,08,09,10,11,12",BRONX,1386,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000058E550E8CA7A52C084996EC98E6B4440,84X705,X,2,X705,FAMILY LIFE ACADEMY CHARTER SCHOOL,Elementary,2,9,84,14 WEST 170 STREET,NY,10452,Marilyn Calo,718-410-8100,718-410-8800,"0K,01,02,03,04,05,06,07",BRONX,1387,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000009AFBD96EF57952C0DE43F0F0846A4440,84X706,X,2,X706,HARRIET TUBMAN CHARTER SCHOOL,K-8,2,9,84,3565 3 AVENUE,NY,10456,Cleveland Person,718-537-9912,718-537-9858,"0K,01,02,03,04,05,06,07,08",BRONX,1388,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000EEA43230EB7952C0F26ED6CA676B4440,84X717,X,2,X717,CARL C. ICAHN CHARTER SCHOOL,K-8,2,9,84,1525 BROOK AVENUE,NY,10457,Daniel Garcia,718-716-8105,718-294-6596,"0K,01,02,03,04,05,06,07,08",BRONX,1389,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000154C687ABF7552C0263144F833714440,84X718,X,2,X718,BRONX CHARTER SCHOOL FOR BETTER LEARNING,Elementary,2,11,84,3740 BAYCHESTER AVENUE,NY,10466,Shubert Jacobs,718-655-6660,718-655-5555,"0K,01,02,03,04,05",BRONX,1390,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000008B305F06B07552C0A5F8DC9EDC6B4440,75X721      ,X,2,X721,P.S. X721 - STEPHEN MCSWEENEY SCHOOL,Secondary School,1,11,75,2697 WESTCHESTER AVENUE,NY,10461,Jean Marie Chin,718-597-6404,718-829-5752,"06,07,08,09,10,11,12,SE",BRONX,1391,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000061EADEAB487552C099D2991704714440,75X723      ,X,2,X723,X723,K-12 all grades,1,11,75,3540 BIVONA STREET,NY,10475,CHRISTINE WALSH,718-320-1222,718-320-2213,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",BRONX,1392,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000103BEA57BC7852C0DBADEEA82B694440,84X730,X,2,X730,BRONX CHARTER SCHOOL FOR ARTS,Elementary,2,8,84,950 LONGFELLOW AVENUE,NY,10474,Christina Brown,718-893-1042,718-893-7910,"0K,01,02,03,04,05,06,SE",BRONX,1393,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007736AE93347A52C028B3DA52DA674440,75X754      ,X,2,X754,J. M. RAPPORT SCHOOL CAREER DEVELOPMENT,High school,1,7,75,470 JACKSON AVENUE,NY,10455,ELLIS SCOPE,718-993-5581,718-585-4624,"08,09,10,11,12,SE",BRONX,1394,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000007F81F3B6C87852C0C88F2124546A4440,75X811      ,X,2,X811,P.S. X811,Secondary School,1,12,75,1434 LONGFELLOW AVENUE,NY,10459,CARON MARTIN,718-589-3060,718-589-9551,"07,08,09,10,11,12,SE",BRONX,1395,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000005549FA09EF7A52C0B21E99D3C1544440,84K652,K,2,K652,BROOKLYN ASCEND CHARTER SCHOOL,K-12 all grades,2,18,84,205 Rockaway Parkway,NY,11212,Keisha Sykes/Brandon Sorlie,718-240-9162,718-240-9140,"0K,01,02,03,04",BROOKLYN,1396,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000077D6A06757C52C021CB1BA93C6A4440,06M210      ,M,1,M210,P.S. 210 - 21ST CENTURY ACADEMY,K-8,1,6,6,501-503 WEST 152 STREET,NY,10031,EVELYN LINARES,212-283-0012,212-283-0017,"PK,0K,01,02,03,04,05,06,07,08,SE",NEW YORK,1397,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000AFF0DD9E726E52C031FC61FC6E5F4440,75Q023      ,Q,4,Q023,P.S. Q023 @ QUEENS CHILDREN CENTER,K-12 all grades,1,26,75,74-03 COMMONWEALTH BOULEVARD,NY,11426,JACQUELINE JONES,718-264-4880,718-264-4836,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS,1398,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000E486CE9DF7452C0E004BA5F96604440,25Q244      ,Q,4,Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,Early Childhood,1,25,25,137-20 FRANKLIN AVENUE,NY,11355,IVAN TOLENTINO,718-445-5730,718-445-5856,"PK,0K,01,02,03,SE",QUEENS,1399,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000ECFC6CE68E7A52C0550380517B5A4440,24Q305      ,Q,4,Q305,LEARNERS AND LEADERS,Early Childhood,1,24,24,378 SENECA AVENUE,NY,11385,LYNN BOTFELD,718-366-1061,718-366-4301,"PK,0K,01,02,03,SE",QUEENS,1400,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000A8CD63BD647752C0C4E0C58CDF5F4440,24Q307      ,Q,4,Q307,PIONEER ACADEMY,Early Childhood,1,24,24,40-20 100TH STREET,NY,11368,CECILIA JACKSON,718-779-5068,718-779-5109,"PK,0K,01,02,03,SE",QUEENS,1401,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000054921A9DA47E52C03091F330A8554440,15K684,K,3,K684,Millennium High School,High school,1,15,15,237 7 AVENUE,NY,11215,Lisa Gioe,718-935-3550,,"09,10,11,12,SE",BROOKLYN,1693,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000423164C9727452C0C15401633F5C4440,25Q792      ,Q,4,Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,High school,1,25,25,141-25 77TH ROAD,NY,11367,WINSTON MCCARTHY,718-380-1650,718-380-2189,"09,10,11,12",QUEENS,1402,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006AAE4A62048552C02488C1FF1E514440,31R065      ,R,5,R065,ACADEMY OF INNOVATIVE LEARNING,Early Childhood,1,31,31,98 GRANT STREET,NY,10301,SOPHIE SCAMARDELLA,718-981-5034,718-981-6109,"PK,0K,01,02,03,SE",STATEN ISLAND,1403,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000084181B5E2D7552C0E4E3A0DD0E714440,11X189      ,X,2,X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,Elementary,1,11,11,3441 STEENWICK AVENUE,NY,10475,MALISSA MOOTOO,718-794-6160,718-794-6170,"PK,0K,01,02,03,04,05,SE",BRONX,1404,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000009E1AA3E16E7952C090AFBFC1E2694440,12X248      ,X,2,X248,"METROPOLITAN HIGH SCHOOL, THE",High school,1,12,12,1180 REV. J.A. POLITE AVE.,NY,10459,CARLA THEODOROU,718-991-4634,718-542-7294,"09,10,11,12,SE",BRONX,1405,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006026FF936B7952C0A16E1648EB694440,12X278      ,X,2,X278,PEACE AND DIVERSITY ACADEMY,High school,1,12,12,1180 REV. J.A. POLITE AVE.,NY,10459,ANDREW TURAY,718-991-1855,718-991-2998,"09,10,11,12,SE",BRONX,1406,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000008771B6DF97952C01454F9EB16704440,84X347,X,2,X347,INTERNATIONAL LEADERSHIP CHARTER SCHOOL,High school,2,10,84,2900 EXTERIOR STREET,NY,10463,Elaine Ruiz Lopez,718-562-2300,718-562-2335,"09,10,11,12",BRONX,1407,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E74DC6A53F7952C03B9F3D72BC6D4440,84X398,X,2,X398,BRONX COMMUNITY CHARTER SCHOOL,Elementary,2,10,84,2348 Webster,NY,10458,Martha Andrews/Sasha Wilson,718-584-1400,718-584-2800,"0K,01,02,03,04,05",BRONX,1408,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000003325CEE3FB7A52C064677C25D66A4440,84X419,X,2,X419,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,Elementary,2,9,84,1166 River Avenue,NY,10452,Catherine Jackvony,718-681-8275,718-681-8225,"0K,01,02,03,04",BRONX,1409,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000E9226134267D52C0A8B38AA159574440,13K003      ,K,2,K003,P.S. 003 THE BEDFORD VILLAGE,Elementary,1,13,13,50 JEFFERSON AVENUE,NY,11216,KRISTINA BEECHER,718-622-2960,718-623-3193,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1410,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000437536F5E07852C0AF1B29681A544440,75K004      ,K,2,K004,P.S. K004,K-8,1,19,75,530 STANLEY AVENUE,NY,11207,DEBORAH EVANS,718-498-6680,718-927-3554,"PK,0K,01,02,03,04,05,06,SE",BROOKLYN,1411,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000DCC55380087B52C0D6A80E62BE574440,16K005      ,K,2,K005,P.S. 005 DR. RONALD MCNAIR,Elementary,1,16,16,820 HANCOCK STREET,NY,11233,LENA GATES,718-574-2333,718-574-3925,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1412,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000002E0519C2F7D52C0EEB8D7710C534440,17K006      ,K,2,K006,P.S. 006,Elementary,1,17,17,43 SNYDER AVENUE,NY,11226,ELLEN CARLISLE,718-856-6560,718-856-7493,"0K,01,02,03,04,05,SE",BROOKLYN,1413,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000F6E066EDDF7752C0FBEFC53A40584440,19K007      ,K,2,K007,P.S. 007 ABRAHAM LINCOLN,Elementary,1,19,19,858 JAMAICA AVENUE,NY,11208,NYDIA ACEVEDO,718-647-3600,718-827-4004,"PK,0K,01,02,03,04,SE",BROOKLYN,1414,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000006D90F3438C7F52C0FFBCD892B1594440,13K008      ,K,2,K008,P.S. 008 ROBERT FULTON,Elementary,1,13,13,37 HICKS STREET,NY,11201,SETH PHILLIPS,718-834-6740,718-834-7690,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1415,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000A3F49C7D17D52C014FAE79CCF564440,13K009      ,K,2,K009,P.S. 009 TEUNIS G. BERGEN,Elementary,1,13,13,80 UNDERHILL AVENUE,NY,11238,Sandra D'Avilar,718-638-3260,718-622-2961,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1416,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000738B009B1D7F52C06F2FE09B97544440,15K010      ,K,2,K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLO",Elementary,1,15,15,511 7 AVENUE,NY,11215,LAURA SCOTT,718-965-1190,718-369-1736,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1417,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000BD8B2395D27D52C0EEAD6F4ABF574440,13K011      ,K,2,K011,P.S. 011 PURVIS J. BEHAN,Elementary,1,13,13,419 WAVERLY AVENUE,NY,11238,ALONTA WRIGHTON,718-638-2661,718-622-3028,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1418,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000095B6887DDE7A52C07F1D6A4C24564440,17K012      ,K,2,K012,P.S. 012,Elementary,1,23,17,430 HOWARD AVENUE,NY,11233,NYREE DIXON,718-953-4569,718-953-4428,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1419,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E610000046B1A40E2D7952C01CF12DFCF6544440,19K013      ,K,2,K013,P.S. 013 ROBERTO CLEMENTE,Elementary,1,19,19,557 PENNSYLVANIA AVENUE,NY,11207,BARBARA ASHBY,718-498-3717,718-345-2396,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1420,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000D41CFA9F077C52C01A191FD3F64B4440,22K014      ,K,2,K014,J.H.S. 014 SHELL BANK,Junior High-Intermediate-Middle,1,22,22,2424 BATCHELDER STREET,NY,11235,ANNE TULLY,718-743-0220,718-769-8632,"06,07,08,SE",BROOKLYN,1421,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002BB2F0CBBC8052C0518A348EA9564440,15K015      ,K,2,K015,P.S. 015 PATRICK F. DALY,Elementary,1,15,15,71 SULLIVAN STREET,NY,11231,PEGGY WYNS-MADISON,718-330-9280,718-596-2576,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1422,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000002066BD23917D52C037A41FC95B5A4440,14K016      ,K,2,K016,P.S. 016 LEONARD DUNKLY,Elementary,1,14,14,157 WILSON STREET,NY,11211,MARY RENNY,718-782-5352,718-486-8447,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1423,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000394BB5A73D7D52C0926330088C5B4440,14K017      ,K,2,K017,P.S. 017 HENRY D. WOODWORTH,Elementary,1,14,14,208 NORTH  5 STREET,NY,11211,Dr. Robert Marchi,718-387-2929,718-302-2311,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1424,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000345BCE0E9A7C52C0CE518EE7FB5A4440,14K018      ,K,2,K018,P.S. 018 EDWARD BUSH,Elementary,1,14,14,101 MAUJER STREET,NY,11206,KAREN FORD,718-387-3241,718-599-7744,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1425,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000005B98029F177D52C09E023FD7DA5A4440,14K019      ,K,2,K019,P.S. 019 ROBERTO CLEMENTE,Elementary,1,14,14,325 SOUTH  3 STREET,NY,11211,MARIA WITHERSPOON,718-387-7820,718-782-2446,"0K,01,02,03,04,05,SE",BROOKLYN,1426,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000004E804D2C267E52C04E72FF6C6E584440,13K020      ,K,2,K020,P.S. 020 CLINTON HILL,Elementary,1,13,13,225 ADELPHI STREET,NY,11205,L BARBERA,718-834-6744,718-243-0712,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1427,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E61000000D739DBB447B52C0B12794E21A574440,16K021      ,K,2,K021,P.S. 021 CRISPUS ATTUCKS,Elementary,1,16,16,180 CHAUNCEY STREET,NY,11233,HAROLD ANDERSON,718-493-9681,718-953-3980,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1428,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
0101000020E6100000C5CD24E7707D52C0B76B4A71A6564440,17K022      ,K,2,K022,P.S. 022,Elementary,1,17,17,443 ST MARKS AVENUE,NY,11238,Carlen Padmore-Gateau,718-857-4503,718-857-4464,"PK,0K,01,02,03,04,05,SE",BROOKLYN,1429,2014-08-06 21:17:03.206366+00,2014-08-06 21:17:03.206366+00
